Wavelength (nm),u',Wavelength (nm),g',Wavelength (nm),r',Wavelength (nm),i',Wavelength (nm),z_s,Wavelength (nm),Y,Wavelength (nm),z'
811,0.002854688,811,0.003835082,856,0.033990745,811,99.00042725,811,6.935311794,811,0.003771462,585.4000244,-0.026802734
811.2000122,0.003917266,811.2000122,0.004241542,857,0.033901155,811.2000122,99.0951767,811.2000122,7.271217346,811.2000122,0.004052588,585.2199707,-0.027022833
811.4000244,0.003397709,811.4000244,0.003697119,858,0.034716196,811.4000244,99.03851318,811.4000244,7.64774704,811.4000244,0.003568661,585.039978,-0.026963508
811.5999756,0.003295298,811.5999756,0.003706465,859,0.034023687,811.5999756,99.03084564,811.5999756,7.967555523,811.5999756,0.003661881,584.8599854,-0.02681255
811.7999878,0.004837328,811.7999878,0.005629907,860,0.034973644,811.7999878,99.131073,811.7999878,8.42072773,811.7999878,0.004633477,584.6799927,-0.026888208
812,0.003694352,812,0.004760857,861,0.036125414,812,99.08139038,812,8.802266121,812,0.002522838,584.5,-0.026801616
812.2000122,0.003925656,812.2000122,0.004898591,862,0.035256475,812.2000122,99.06293488,812.2000122,9.230266571,812.2000122,0.004061192,584.3200073,-0.027004583
812.4000244,0.003940223,812.4000244,0.005223765,863,0.035059012,812.4000244,99.10430908,812.4000244,9.595556259,812.4000244,0.005016665,584.1400146,-0.026714932
812.5999756,0.001786261,812.5999756,0.004291612,864,0.035413321,812.5999756,99.04666901,812.5999756,10.02774715,812.5999756,0.000988902,583.960022,-0.026708458
812.7999878,0.005044098,812.7999878,0.003361407,865,0.036092632,812.7999878,99.02450562,812.7999878,10.46847439,812.7999878,0.00406829,583.7800293,-0.026472729
813,0.004004582,813,0.004029324,866,0.035604026,813,99.08001709,813,10.91595936,813,0.002805149,583.5999756,-0.026999522
813.2000122,0.004758182,813.2000122,0.003461571,867,0.034524418,813.2000122,99.03718567,813.2000122,11.31972122,813.2000122,0.003339168,583.4199829,-0.02647119
813.4000244,0.00308466,813.4000244,0.002770946,868,0.034800433,813.4000244,99.08582306,813.4000244,11.7514286,813.4000244,0.000648513,583.2399902,-0.02679247
813.5999756,0.003256983,813.5999756,0.00272688,869,0.035008386,813.5999756,99.07730103,813.5999756,12.2710619,813.5999756,0.002669178,583.0599976,-0.026488189
813.7999878,0.002704418,813.7999878,0.00404604,870,0.034221962,813.7999878,99.04862213,813.7999878,12.71881866,813.7999878,0.002994076,582.8800049,-0.02720389
814,0.003878097,814,0.003697006,871,0.034481704,814,99.17470551,814,13.20756245,814,0.003944122,582.7000122,-0.026715437
814.2000122,0.0031238,814.2000122,0.00255356,872,0.033639353,814.2000122,99.1271286,814.2000122,13.62505436,814.2000122,0.004415364,582.5200195,-0.027010605
814.4000244,0.004029112,814.4000244,0.005298807,873,0.03403515,814.4000244,99.08943176,814.4000244,14.19350338,814.4000244,0.002118181,582.3400269,-0.026746726
814.5999756,0.004589858,814.5999756,0.005586969,874,0.034937028,814.5999756,99.05995178,814.5999756,14.68768597,814.5999756,0.003751979,582.1599731,-0.026358927
814.7999878,0.003016033,814.7999878,0.005244276,875,0.035451852,814.7999878,99.08421326,814.7999878,15.22977924,814.7999878,0.003953548,581.9799805,-0.026410725
815,0.003565268,815,0.002675328,876,0.036215357,815,99.12029266,815,15.66392803,815,0.004415564,581.7999878,-0.026707221
815.2000122,0.003465477,815.2000122,0.004150324,877,0.037493736,815.2000122,99.08405304,815.2000122,16.25535393,815.2000122,0.003110124,581.6199951,-0.026855839
815.4000244,0.001193966,815.4000244,0.001855053,878,0.037172124,815.4000244,99.09566498,815.4000244,16.81400299,815.4000244,0.002139744,581.4400024,-0.027305039
815.5999756,0.003736509,815.5999756,0.004654731,879,0.034919232,815.5999756,99.09695435,815.5999756,17.3667469,815.5999756,0.003959114,581.2600098,-0.026611682
815.7999878,0.003312771,815.7999878,0.003361778,880,0.037397526,815.7999878,99.08050537,815.7999878,17.90543175,815.7999878,0.003218568,581.0800171,-0.026600529
816,0.004030369,816,0.0041991,881,0.037168812,816,99.09225464,816,18.43721771,816,0.004118325,580.9000244,-0.026792521
816.2000122,0.004785379,816.2000122,0.004438439,882,0.034986027,816.2000122,99.0611496,816.2000122,19.08669472,816.2000122,0.003487391,580.7199707,-0.026694866
816.4000244,0.003478555,816.4000244,0.004018032,883,0.035359621,816.4000244,99.08854675,816.4000244,19.63308716,816.4000244,0.003337786,580.539978,-0.026923375
816.5999756,0.004413645,816.5999756,0.002745336,884,0.034900427,816.5999756,99.06931305,816.5999756,20.24246597,816.5999756,0.003089003,580.3599854,-0.026600895
816.7999878,0.003435791,816.7999878,0.004905679,885,0.034194261,816.7999878,99.18990326,816.7999878,20.75306892,816.7999878,0.003670076,580.1799927,-0.026402162
817,0.00332468,817,0.002929996,886,0.033751201,817,99.14246368,817,21.43444061,817,0.00214689,580,-0.02674867
817.2000122,0.003534853,817.2000122,0.004355063,887,0.034078669,817.2000122,99.13049316,817.2000122,22.04480934,817.2000122,0.00359156,579.8200073,-0.026570223
817.4000244,0.005154243,817.4000244,0.004487215,888,0.033101112,817.4000244,99.26299286,817.4000244,22.74007416,817.4000244,0.003916527,579.6400146,-0.026633296
817.5999756,0.004218551,817.5999756,0.005873549,889,0.033067681,817.5999756,99.10382843,817.5999756,23.28939056,817.5999756,0.004212399,579.460022,-0.026224092
817.7999878,0.004022349,817.7999878,0.006345414,890,0.034472041,817.7999878,99.10359192,817.7999878,23.97858047,817.7999878,0.004565309,579.2800293,-0.0266238
818,0.002870572,818,0.003383596,891,0.034642477,818,99.10591888,818,24.65121841,818,0.001824048,579.0999756,-0.026622254
818.2000122,0.003993104,818.2000122,0.004963556,892,0.034823332,818.2000122,99.1246109,818.2000122,25.36692238,818.2000122,0.004114896,578.9199829,-0.026278399
818.4000244,0.003310717,818.4000244,0.003754063,893,0.034199569,818.4000244,99.30007172,818.4000244,25.97978783,818.4000244,0.003022443,578.7399902,-0.02585266
818.5999756,0.005504486,818.5999756,0.005743887,894,0.032205876,818.5999756,99.21183777,818.5999756,26.62142563,818.5999756,0.004909046,578.5599976,-0.026021721
818.7999878,0.002739058,818.7999878,0.003988579,895,0.032006498,818.7999878,99.20059967,818.7999878,27.43115044,818.7999878,0.004931523,578.3800049,-0.0263368
819,0.002773984,819,0.004013698,896,0.033152971,819,99.29988861,819,28.08945847,819,0.002548657,578.2000122,-0.026458353
819.2000122,0.00393286,819.2000122,0.003408604,897,0.032581583,819.2000122,99.22103119,819.2000122,28.83097267,819.2000122,0.003097692,578.0200195,-0.026244242
819.4000244,0.001840006,819.4000244,0.001992262,898,0.033066068,819.4000244,99.25271606,819.4000244,29.43215942,819.4000244,0.002870957,577.8400269,-0.025883824
819.5999756,0.003345425,819.5999756,0.00376551,899,0.03157682,819.5999756,99.2827301,819.5999756,30.30835152,819.5999756,0.00424444,577.6599731,-0.026170682
819.7999878,0.002657476,819.7999878,0.002268138,900,0.03230736,819.7999878,99.28081512,819.7999878,30.97917175,819.7999878,0.003355442,577.4799805,-0.025874723
820,0.003700894,820,0.005041634,901,0.031704314,820,99.32650757,820,31.76385498,820,0.003969667,577.2999878,-0.026168298
820.2000122,0.003954554,820.2000122,0.004469462,902,0.031899378,820.2000122,99.32870483,820.2000122,32.43188858,820.2000122,0.003934652,577.1199951,-0.026230928
820.4000244,0.001675549,820.4000244,0.004119994,903,0.031320222,820.4000244,99.33714294,820.4000244,33.30195999,820.4000244,0.002520238,576.9400024,-0.026036821
820.5999756,0.004179407,820.5999756,0.00416509,904,0.033192769,820.5999756,99.28645325,820.5999756,34.06735992,820.5999756,0.002905968,576.7600098,-0.026062001
820.7999878,0.002261005,820.7999878,0.004092914,905,0.032511309,820.7999878,99.31448364,820.7999878,34.86463165,820.7999878,0.002886323,576.5800171,-0.026197208
821,0.002188563,821,0.00335661,906,0.032784902,821,99.33027649,821,35.64078903,821,0.004189045,576.4000244,-0.025987748
821.2000122,0.003291068,821.2000122,0.003977081,907,0.033648189,821.2000122,99.37480927,821.2000122,36.41666794,821.2000122,0.003110815,576.2199707,-0.026257958
821.4000244,0.003070998,821.4000244,0.004879994,908,0.035845529,821.4000244,99.44020844,821.4000244,37.30253983,821.4000244,0.003177293,576.039978,-0.026212394
821.5999756,0.003818135,821.5999756,0.004058897,909,0.036597855,821.5999756,99.31437683,821.5999756,38.08502579,821.5999756,0.002427871,575.8599854,-0.026181869
821.7999878,0.00219685,821.7999878,0.003205241,910,0.035678986,821.7999878,99.36727905,821.7999878,38.91180038,821.7999878,0.002236397,575.6799927,-0.026245968
822,0.001945101,822,0.004964055,911,0.038221419,822,99.40084839,822,39.63529587,822,0.003358986,575.5,-0.026397331
822.2000122,0.001042257,822.2000122,0.003021489,912,0.037839841,822.2000122,99.39125061,822.2000122,40.6087532,822.2000122,0.001651867,575.3200073,-0.02659598
822.4000244,0.003608847,822.4000244,0.005503922,913,0.035462637,822.4000244,99.40419769,822.4000244,41.42375565,822.4000244,0.003697105,575.1400146,-0.026949277
822.5999756,0.004769024,822.5999756,0.005064733,914,0.034185879,822.5999756,99.32189941,822.5999756,42.29394913,822.5999756,0.004883098,574.960022,-0.026616929
822.7999878,0.002809412,822.7999878,0.004244564,915,0.034074187,822.7999878,99.43747711,822.7999878,42.99254608,822.7999878,0.002977121,574.7800293,-0.026634201
823,0.003604127,823,0.004346239,916,0.033549897,823,99.4574585,823,43.94572449,823,0.004797707,574.5999756,-0.026878571
823.2000122,0.003203551,823.2000122,0.003887512,917,0.033104692,823.2000122,99.45394897,823.2000122,44.75599289,823.2000122,0.003303322,574.4199829,-0.026592182
823.4000244,0.002247196,823.4000244,0.003721217,918,0.032122228,823.4000244,99.35877991,823.4000244,45.60544586,823.4000244,0.002883747,574.2399902,-0.026763394
823.5999756,0.001092045,823.5999756,0.003232735,919,0.035300232,823.5999756,99.41929626,823.5999756,46.34869385,823.5999756,0.003174558,574.0599976,-0.026666664
823.7999878,0.003522558,823.7999878,0.005306426,920,0.03457316,823.7999878,99.48822784,823.7999878,47.20579147,823.7999878,0.003277815,573.8800049,-0.027026655
824,0.003809041,824,0.004744107,921,0.034996267,824,99.43190765,824,48.12175369,824,0.004170601,573.7000122,-0.027036378
824.2000122,0.002943915,824.2000122,0.004941169,922,0.033644766,824.2000122,99.40094757,824.2000122,48.9171257,824.2000122,0.003889638,573.5200195,-0.026967857
824.4000244,0.001758741,824.4000244,0.004221633,923,0.036134586,824.4000244,99.43187714,824.4000244,49.76232529,824.4000244,0.001802029,573.3400269,-0.027211202
824.5999756,0.002817654,824.5999756,0.003641858,924,0.035260543,824.5999756,99.51158905,824.5999756,50.48170853,824.5999756,0.002755169,573.1599731,-0.026899483
824.7999878,0.002892772,824.7999878,0.004307868,925,0.034598492,824.7999878,99.43658447,824.7999878,51.50967407,824.7999878,0.002480306,572.9799805,-0.02645776
825,0.00223734,825,0.004438629,926,0.034411483,825,99.43366241,825,52.32051086,825,0.002676388,572.7999878,-0.026696805
825.2000122,0.002468462,825.2000122,0.004845188,927,0.032233257,825.2000122,99.43579102,825.2000122,53.29553604,825.2000122,0.003677957,572.6199951,-0.02677303
825.4000244,0.001242412,825.4000244,0.003815646,928,0.030876514,825.4000244,99.4258728,825.4000244,54.07694626,825.4000244,0.00254228,572.4400024,-0.026659757
825.5999756,0.003752736,825.5999756,0.003788837,929,0.030420994,825.5999756,99.45567322,825.5999756,55.1833992,825.5999756,0.002515435,572.2600098,-0.026373016
825.7999878,0.002349536,825.7999878,0.003794235,930,0.030678086,825.7999878,99.46672058,825.7999878,56.11722565,825.7999878,0.001090337,572.0800171,-0.026283756
826,0.002246385,826,0.004121923,931,0.031937715,826,99.46843719,826,57.15000153,826,0.002645954,571.9000244,-0.026958928
826.2000122,0.001103299,826.2000122,0.00446765,932,0.030554324,826.2000122,99.53466034,826.2000122,58.01329803,826.2000122,0.002299593,571.7199707,-0.026311411
826.4000244,0.002158265,826.4000244,0.004188463,933,0.032224271,826.4000244,99.43092346,826.4000244,58.97883224,826.4000244,0.00335824,571.539978,-0.026830053
826.5999756,0.002365018,826.5999756,0.004494725,934,0.03135293,826.5999756,99.3820343,826.5999756,60.05223465,826.5999756,0.002107395,571.3599854,-0.026417227
826.7999878,0.00303896,826.7999878,0.005569402,935,0.030856283,826.7999878,99.46760559,826.7999878,61.05428314,826.7999878,0.003477586,571.1799927,-0.026503475
827,0.001444076,827,0.003034009,936,0.031636216,827,99.43643188,827,62.00398636,827,0.003395196,571,-0.026778733
827.2000122,0.002040016,827.2000122,0.003103849,937,0.032706074,827.2000122,99.43667603,827.2000122,62.88225555,827.2000122,0.002902935,570.8200073,-0.0268456
827.4000244,0.003368972,827.4000244,0.003222344,938,0.0315542,827.4000244,99.37892151,827.4000244,64.06800079,827.4000244,0.001913184,570.6400146,-0.026946919
827.5999756,0.002756416,827.5999756,0.004499844,939,0.032644715,827.5999756,99.49924469,827.5999756,65.01931763,827.5999756,0.00389892,570.460022,-0.02662552
827.7999878,0.002885288,827.7999878,0.004470715,940,0.031366192,827.7999878,99.47612,827.7999878,66.08408356,827.7999878,0.002498863,570.2800293,-0.026600864
828,0.000859365,828,0.003042302,941,0.031387664,828,99.41175842,828,66.91866302,828,0.001321407,570.0999756,-0.02676191
828.2000122,0.002438323,828.2000122,0.005568467,942,0.031325329,828.2000122,99.28821564,828.2000122,68.0705719,828.2000122,0.003583773,569.9199829,-0.026823498
828.4000244,0.002061656,828.4000244,0.004229017,943,0.031385969,828.4000244,99.32134247,828.4000244,69.02880096,828.4000244,0.001303693,569.7399902,-0.026862241
828.5999756,0.002863179,828.5999756,0.003474352,944,0.03071258,828.5999756,99.42269135,828.5999756,70.14681244,828.5999756,0.002693561,569.5599976,-0.027047386
828.7999878,0.002298145,828.7999878,0.004895955,945,0.030949296,828.7999878,99.32394409,828.7999878,71.00415039,828.7999878,0.00358783,569.3800049,-0.026503118
829,0.003051415,829,0.005990308,946,0.0317613,829,99.24291992,829,72.02335358,829,0.002708264,569.2000122,-0.026474945
829.2000122,0.000184648,829.2000122,0.002771411,947,0.030893661,829.2000122,99.16824341,829.2000122,73.05969238,829.2000122,0.001726803,569.0200195,-0.026784144
829.4000244,0.002566674,829.4000244,0.0053482,948,0.03322063,829.4000244,99.14454651,829.4000244,73.98801422,829.4000244,0.003395283,568.8400269,-0.026624467
829.5999756,0.003678658,829.5999756,0.004999723,949,0.030959241,829.5999756,99.05345917,829.5999756,74.92401886,829.5999756,0.003692632,568.6599731,-0.027021224
829.7999878,0.001651596,829.7999878,0.002689356,950,0.032270204,829.7999878,98.92481232,829.7999878,75.78834534,829.7999878,0.001170053,568.4799805,-0.026479879
830,0.002469075,830,0.004846487,951,0.030481257,830,98.92579651,830,76.93845367,830,0.003286157,568.2999878,-0.026555989
830.2000122,0.000962539,830.2000122,0.002791716,952,0.031501904,830.2000122,98.7802887,830.2000122,77.72787476,830.2000122,0.001502805,568.1199951,-0.026830457
830.4000244,0.00198895,830.4000244,0.005306255,953,0.03093729,830.4000244,98.64440918,830.4000244,78.73137665,830.4000244,0.00311949,567.9400024,-0.026900135
830.5999756,0.000872876,830.5999756,0.003576535,954,0.031388767,830.5999756,98.53988647,830.5999756,79.45822144,830.5999756,0.002453726,567.7600098,-0.026750268
830.7999878,0.001711768,830.7999878,0.004176437,955,0.031052027,830.7999878,98.26377869,830.7999878,80.4704361,830.7999878,0.001121242,567.5800171,-0.027067684
831,0.00074728,831,0.003722186,956,0.030426024,831,98.06188965,831,81.39412689,831,0.002806706,567.4000244,-0.026685677
831.2000122,0.000792494,831.2000122,0.003669021,957,0.031456344,831.2000122,97.86641693,831.2000122,82.28373718,831.2000122,0.001493024,567.2199707,-0.026872445
831.4000244,0.00262231,831.4000244,0.00406811,958,0.030486472,831.4000244,97.62789917,831.4000244,82.96707153,831.4000244,0.002597299,567.039978,-0.026680814
831.5999756,0.002804133,831.5999756,0.004481683,959,0.032106154,831.5999756,97.4420929,831.5999756,83.93359375,831.5999756,0.003366701,566.8599854,-0.026619621
831.7999878,0.001076129,831.7999878,0.002794236,960,0.030421451,831.7999878,97.02949524,831.7999878,84.71520233,831.7999878,0.002128008,566.6799927,-0.026417559
832,0.002158628,832,0.003441657,961,0.031253587,832,96.73457336,832,85.52336884,832,0.002746447,566.5,-0.026617829
832.2000122,0.001001836,832.2000122,0.002812715,962,0.030805252,832.2000122,96.37091827,832.2000122,86.28898621,832.2000122,0.001307101,566.3200073,-0.026512312
832.4000244,0.001943713,832.4000244,0.003795555,963,0.031344824,832.4000244,96.03351593,832.4000244,86.97745514,832.4000244,0.00183156,566.1400146,-0.027001319
832.5999756,0.001280262,832.5999756,0.002992507,964,0.031384796,832.5999756,95.57575226,832.5999756,87.85659027,832.5999756,0.002706007,565.960022,-0.026789989
832.7999878,0.000824833,832.7999878,0.003923855,965,0.031817868,832.7999878,95.14638519,832.7999878,88.44458771,832.7999878,0.002954153,565.7800293,-0.027468784
833,0.003117264,833,0.005500653,966,0.031232651,833,94.63308716,833,89.13011169,833,0.002781518,565.5999756,-0.026668282
833.2000122,0.001375869,833.2000122,0.00419492,967,0.030951411,833.2000122,94.24684143,833.2000122,89.74282837,833.2000122,0.002366711,565.4199829,-0.027022604
833.4000244,0.002828126,833.4000244,0.004475908,968,0.03196092,833.4000244,93.62438965,833.4000244,90.45121765,833.4000244,0.001731003,565.2399902,-0.02668884
833.5999756,0.002329704,833.5999756,0.004817662,969,0.033529442,833.5999756,93.03007507,833.5999756,90.97013855,833.5999756,0.003260769,565.0599976,-0.026647024
833.7999878,0.00163385,833.7999878,0.003088427,970,0.032842405,833.7999878,92.49838257,833.7999878,91.67353058,833.7999878,0.002088517,564.8800049,-0.027165847
834,0.002749651,834,0.005205983,971,0.033103786,834,91.84835815,834,92.1569519,834,0.002808374,564.7000122,-0.026797937
834.2000122,0.002097946,834.2000122,0.004116121,972,0.032728583,834.2000122,91.19065094,834.2000122,92.77002716,834.2000122,0.003462357,564.5200195,-0.026769875
834.4000244,0.002057727,834.4000244,0.004245909,973,0.032024354,834.4000244,90.42716217,834.4000244,93.21925354,834.4000244,0.003162175,564.3400269,-0.026935712
834.5999756,0.001586411,834.5999756,0.00381024,974,0.03159425,834.5999756,89.73157501,834.5999756,93.77870178,834.5999756,0.002059986,564.1599731,-0.026809746
834.7999878,0.002489451,834.7999878,0.004320045,975,0.031559646,834.7999878,89.09785461,834.7999878,94.20431519,834.7999878,0.00195364,563.9799805,-0.02713237
835,0.001378743,835,0.004120039,976,0.03209009,835,88.40971375,835,94.55199432,835,0.001620617,563.7999878,-0.026606785
835.2000122,0.000431103,835.2000122,0.004566771,977,0.031101715,835.2000122,87.47184753,835.2000122,95.05395508,835.2000122,0.001800679,563.6199951,-0.027069842
835.4000244,5.59E-05,835.4000244,0.002385816,978,0.031990964,835.4000244,86.71800232,835.4000244,95.44477844,835.4000244,0.000372697,563.4400024,-0.026880542
835.5999756,0.001562694,835.5999756,0.00416203,979,0.030810103,835.5999756,85.78300476,835.5999756,95.72356415,835.5999756,0.002795283,563.2600098,-0.027197031
835.7999878,0.001530214,835.7999878,0.003436757,980,0.030289942,835.7999878,85.10792542,835.7999878,96.09326172,835.7999878,0.002227443,563.0800171,-0.026768582
836,0.002009627,836,0.004344122,981,0.031936198,836,84.0398407,836,96.39875793,836,0.002762237,562.9000244,-0.026872657
836.2000122,0.001808785,836.2000122,0.003479544,982,0.031917885,836.2000122,83.18933868,836.2000122,96.70988464,836.2000122,0.001687464,562.7199707,-0.026689546
836.4000244,0.000974407,836.4000244,0.002970707,983,0.032731555,836.4000244,82.20608521,836.4000244,96.91809082,836.4000244,0.002241029,562.539978,-0.027009629
836.5999756,0.000808016,836.5999756,0.004211004,984,0.031505439,836.5999756,81.37672424,836.5999756,97.1647644,836.5999756,0.002496473,562.3599854,-0.026676668
836.7999878,0.001192238,836.7999878,0.002275042,985,0.030796986,836.7999878,80.21596527,836.7999878,97.29612732,836.7999878,0.001723555,562.1799927,-0.027258487
837,0.001649472,837,0.003027823,986,0.032063182,837,79.14739227,837,97.4691925,837,0.003104584,562,-0.026534809
837.2000122,0.001328357,837.2000122,0.004640927,987,0.031319227,837.2000122,78.05493927,837.2000122,97.5739975,837.2000122,0.00196234,561.8200073,-0.026816517
837.4000244,0.001721577,837.4000244,0.004433498,988,0.032473948,837.4000244,77.09404755,837.4000244,97.76109314,837.4000244,0.002746128,561.6400146,-0.026576646
837.5999756,0.000841845,837.5999756,0.003815794,989,0.031164326,837.5999756,76.0435257,837.5999756,97.86010742,837.5999756,0.002098271,561.460022,-0.026959004
837.7999878,0.003398637,837.7999878,0.004121928,990,0.031689469,837.7999878,74.85320282,837.7999878,98.08882141,837.7999878,0.003501428,561.2800293,-0.026892938
838,0.000211027,838,0.003214251,991,0.032048952,838,73.81296539,838,98.13463593,838,0.001818067,561.0999756,-0.027015593
838.2000122,0.00084407,838.2000122,0.003470367,992,0.031981017,838.2000122,72.56799316,838.2000122,98.20883179,838.2000122,0.003140924,560.9199829,-0.027004929
838.4000244,0.002367099,838.4000244,0.004735352,993,0.032681651,838.4000244,71.59848022,838.4000244,98.28535461,838.4000244,0.003545489,560.7399902,-0.027128158
838.5999756,-0.000123203,838.5999756,0.004165506,994,0.031107431,838.5999756,70.26469421,838.5999756,98.2085495,838.5999756,0.002323665,560.5599976,-0.027227318
838.7999878,0.001713685,838.7999878,0.004118136,995,0.032055505,838.7999878,69.19363403,838.7999878,98.38506317,838.7999878,0.003095543,560.3800049,-0.027002502
839,0.002280692,839,0.005267809,996,0.033022098,839,67.91810608,839,98.40525055,839,0.003631557,560.2000122,-0.02670983
839.2000122,0.001920124,839.2000122,0.004283498,997,0.030575424,839.2000122,66.80986023,839.2000122,98.35935211,839.2000122,0.003231159,560.0200195,-0.027275892
839.4000244,0.000740762,839.4000244,0.002088778,998,0.033570044,839.4000244,65.47834015,839.4000244,98.4356308,839.4000244,0.002569907,559.8400269,-0.02677127
839.5999756,0.000186967,839.5999756,0.003125632,999,0.030943865,839.5999756,64.28314972,839.5999756,98.55270386,839.5999756,0.001748885,559.6599731,-0.026922936
839.7999878,0.001342498,839.7999878,0.00445614,1000,0.031764373,839.7999878,62.96068954,839.7999878,98.57914734,839.7999878,0.002678583,559.4799805,-0.026896363
840,0.001892086,840,0.003610787,1001,0.031543661,840,61.89935684,840,98.5707016,840,0.002578409,559.2999878,-0.026868304
840.2000122,0.001333241,840.2000122,0.003479259,1002,0.031212438,840.2000122,60.68937683,840.2000122,98.58771515,840.2000122,0.003018885,559.1199951,-0.026658539
840.4000244,0.000920096,840.4000244,0.003061735,1003,0.03333199,840.4000244,59.32354355,840.4000244,98.64377594,840.4000244,0.002027587,558.9400024,-0.027251424
840.5999756,0.001126151,840.5999756,0.002918234,1004,0.0301427,840.5999756,58.15694427,840.5999756,98.69564056,840.5999756,0.003307679,558.7600098,-0.02708194
840.7999878,0.001416563,840.7999878,0.004663397,1005,0.032240883,840.7999878,56.96821213,840.7999878,98.73733521,840.7999878,0.003215002,558.5800171,-0.026845586
841,0.001043772,841,0.003471345,1006,0.034388285,841,55.92490005,841,98.78433228,841,0.002477466,558.4000244,-0.027217565
841.2000122,0.000942429,841.2000122,0.003148886,1007,0.031611413,841.2000122,54.47980881,841.2000122,98.85948181,841.2000122,0.001472885,558.2199707,-0.026700722
841.4000244,1.83E-05,841.4000244,0.003379925,1008,0.032441828,841.4000244,53.293293,841.4000244,98.73255157,841.4000244,0.001975319,558.039978,-0.026588209
841.5999756,0.000524675,841.5999756,0.002810644,1009,0.032693889,841.5999756,52.02820206,841.5999756,98.80713654,841.5999756,0.002351074,557.8599854,-0.026765699
841.7999878,0.000591306,841.7999878,0.003610443,1010,0.033549007,841.7999878,50.94775391,841.7999878,98.77413177,841.7999878,0.001460135,557.6799927,-0.026770122
842,0.001926456,842,0.003905107,1011,0.034306046,842,49.68946838,842,98.91139221,842,0.003380979,557.5,-0.026478671
842.2000122,0.00146672,842.2000122,0.00333395,1012,0.034951851,842.2000122,48.58408356,842.2000122,98.93037415,842.2000122,0.002805141,557.3200073,-0.026737506
842.4000244,0.001402218,842.4000244,0.002837797,1013,0.035740454,842.4000244,47.32133865,842.4000244,98.93319702,842.4000244,0.002619359,557.1400146,-0.026666073
842.5999756,-0.000214621,842.5999756,0.003863338,1014,0.038518235,842.5999756,46.32000732,842.5999756,98.92137146,842.5999756,0.001823942,556.960022,-0.026500883
842.7999878,0.000379454,842.7999878,0.003980798,1015,0.039348148,842.7999878,45.13818359,842.7999878,98.86979675,842.7999878,0.001928465,556.7800293,-0.027006043
843,0.00165336,843,0.004212101,1016,0.040151607,843,43.89969635,843,98.86161804,843,0.002859078,556.5999756,-0.026446177
843.2000122,0.00152591,843.2000122,0.004464336,1017,0.040761389,843.2000122,42.85959244,843.2000122,98.87614441,843.2000122,0.002834823,556.4199829,-0.026450818
843.4000244,0.000581044,843.4000244,0.003194937,1018,0.042441249,843.4000244,41.80324554,843.4000244,98.88890076,843.4000244,0.001674824,556.2399902,-0.026823245
843.5999756,0.000367224,843.5999756,0.003195192,1019,0.043574326,843.5999756,40.95985794,843.5999756,99.02039337,843.5999756,0.002166579,556.0599976,-0.026830308
843.7999878,0.001686477,843.7999878,0.00388084,1020,0.044240449,843.7999878,39.82451248,843.7999878,98.96846771,843.7999878,0.002576325,555.8800049,-0.026672091
844,0.000617404,844,0.004214751,1021,0.046178155,844,38.99045181,844,98.94469452,844,0.00264009,555.7000122,-0.025557945
844.2000122,0.001015817,844.2000122,0.002703438,1022,0.048340213,844.2000122,38.06549454,844.2000122,99.00782013,844.2000122,0.00283611,555.5200195,-0.026640372
844.4000244,0.001228728,844.4000244,0.003948209,1023,0.051051691,844.4000244,37.38998413,844.4000244,99.08407593,844.4000244,0.002586314,555.3400269,-0.02652226
844.5999756,0.000671131,844.5999756,0.003563297,1024,0.058010574,844.5999756,36.42280579,844.5999756,98.98743439,844.5999756,0.003075141,555.1599731,-0.026698587
844.7999878,0.001225883,844.7999878,0.003315809,1025,0.067874558,844.7999878,35.64066315,844.7999878,98.98544312,844.7999878,0.003247816,554.9799805,-0.026397491
845,0.000896663,845,0.003895995,1026,0.083289757,845,34.89116287,845,99.00630951,845,0.003884646,554.7999878,-0.026712794
845.2000122,0.000959328,845.2000122,0.002259699,1027,0.107121758,845.2000122,34.27139664,845.2000122,99.08745575,845.2000122,0.003330705,554.6199951,-0.026958937
845.4000244,0.000405009,845.4000244,0.002186708,1028,0.12826623,845.4000244,33.49180984,845.4000244,99.09175873,845.4000244,0.001326993,554.4400024,-0.026399631
845.5999756,0.001237052,845.5999756,0.003520047,1029,0.13941437,845.5999756,32.68247604,845.5999756,99.04660797,845.5999756,0.003433819,554.2600098,-0.026735803
845.7999878,0.000694577,845.7999878,0.002912776,1030,0.130665883,845.7999878,31.98179817,845.7999878,99.07163239,845.7999878,0.003045094,554.0800171,-0.027062628
846,0.001125043,846,0.003258814,1031,0.110474847,846,31.26974106,846,99.04325867,846,0.002341509,553.9000244,-0.026834931
846.2000122,0.001232436,846.2000122,0.002723789,1032,0.089303657,846.2000122,30.60301781,846.2000122,99.07767487,846.2000122,0.003229519,553.7199707,-0.027019376
846.4000244,0.000714671,846.4000244,0.002514034,1033,0.073214285,846.4000244,29.75297928,846.4000244,99.09496307,846.4000244,0.002392751,553.539978,-0.026756138
846.5999756,0.00169123,846.5999756,0.004233108,1034,0.063102335,846.5999756,29.08399963,846.5999756,99.09181976,846.5999756,0.003359114,553.3599854,-0.026344232
846.7999878,8.14E-05,846.7999878,0.002604067,1035,0.058227085,846.7999878,28.3406086,846.7999878,99.18476105,846.7999878,0.002500117,553.1799927,-0.02702326
