Wavelength (nm),u',Wavelength (nm),g',Wavelength (nm),r',Wavelength (nm),i',Wavelength (nm),z_s,Wavelength (nm),Y,Wavelength (nm),z'
1037.800049,0.011022232,1037.800049,0.021286057,,,1037.800049,4.39E-05,1037.800049,0.001748749,1037.800049,99.48830414,381.2799988,-0.026982173
1038,0.010944575,1038,0.021564269,,,1038,9.42E-05,1038,0.00151764,1038,99.47019196,381.1000061,-0.026681254
1038.199951,0.010897729,1038.199951,0.021863997,,,1038.199951,3.24E-05,1038.199951,0.001647266,1038.199951,99.36397552,380.9199829,-0.026900962
1038.400024,0.010751808,1038.400024,0.022186944,,,1038.400024,4.97E-05,1038.400024,0.001438016,1038.400024,99.36276245,380.7399902,-0.026853403
1038.599976,0.010759714,1038.599976,0.022551691,,,1038.599976,0.000122172,1038.599976,0.001561644,1038.599976,99.38491821,380.5599976,-0.027740415
1038.800049,0.010736478,1038.800049,0.022942688,,,1038.800049,-1.23E-05,1038.800049,0.001363527,1038.800049,99.46421051,380.3800049,-0.027361196
1039,0.010632685,1039,0.023422638,,,1039,5.68E-05,1039,0.001438359,1039,99.37899017,380.1999817,-0.028266635
1039.199951,0.010775697,1039.199951,0.023714285,,,1039.199951,3.56E-06,1039.199951,0.001409086,1039.199951,99.30708313,380.019989,-0.027939102
1039.400024,0.01077681,1039.400024,0.024442153,,,1039.400024,0.00016486,1039.400024,0.001519221,1039.400024,99.46006775,379.8399963,-0.029422266
1039.599976,0.010623298,1039.599976,0.024732525,,,1039.599976,3.27E-05,1039.599976,0.001457677,1039.599976,99.37020874,379.6600037,-0.028303105
1039.800049,0.01071008,1039.800049,0.025381317,,,1039.800049,9.17E-05,1039.800049,0.001475253,1039.800049,99.39084625,379.4799805,-0.027813204
1040,0.010798431,1040,0.026068162,,,1040,0.00015769,1040,0.00148841,1040,99.35861969,379.2999878,-0.027714256
1040.199951,0.010827729,1040.199951,0.02650911,,,1040.199951,0.000180926,1040.199951,0.001521144,1040.199951,99.4023819,379.1199951,-0.027593385
1040.400024,0.010839126,1040.400024,0.027002715,,,1040.400024,0.000112309,1040.400024,0.001469932,1040.400024,99.35431671,378.9400024,-0.028112272
1040.599976,0.010769936,1040.599976,0.027385836,,,1040.599976,-6.07E-05,1040.599976,0.001348692,1040.599976,99.47116852,378.7599792,-0.027662925
1040.800049,0.010872245,1040.800049,0.027994791,,,1040.800049,-0.000106359,1040.800049,0.001187507,1040.800049,99.32405853,378.5799866,-0.026527528
1041,0.010947502,1041,0.028804395,,,1041,0.000164498,1041,0.001496884,1041,99.34703064,378.3999939,-0.024813257
1041.199951,0.010949904,1041.199951,0.029420771,,,1041.199951,1.22E-05,1041.199951,0.001379004,1041.199951,99.38839722,378.2200012,-0.023281826
1041.400024,0.01120913,1041.400024,0.029900458,,,1041.400024,0.000157101,1041.400024,0.001478,1041.400024,99.30954742,378.039978,-0.02251715
1041.599976,0.011146343,1041.599976,0.030645754,,,1041.599976,0.000127662,1041.599976,0.001289085,1041.599976,99.40337372,377.8599854,-0.023410786
1041.800049,0.011088977,1041.800049,0.031431757,,,1041.800049,3.22E-05,1041.800049,0.001315012,1041.800049,99.27053833,377.6799927,-0.023936294
1042,0.01132296,1042,0.032011148,,,1042,0.000135907,1042,0.001318121,1042,99.22237396,377.5,-0.025984045
1042.199951,0.011354139,1042.199951,0.032691948,,,1042.199951,-9.22E-06,1042.199951,0.001273953,1042.199951,99.34610748,377.3200073,-0.027115621
1042.400024,0.011569873,1042.400024,0.033419758,,,1042.400024,0.000118739,1042.400024,0.001319717,1042.400024,99.35786438,377.1399841,-0.028462373
1042.599976,0.01158187,1042.599976,0.03416273,,,1042.599976,9.17E-05,1042.599976,0.001238867,1042.599976,99.36749268,376.9599915,-0.028533725
1042.800049,0.011883545,1042.800049,0.034874264,,,1042.800049,0.000245713,1042.800049,0.001317236,1042.800049,99.3162384,376.7799988,-0.028324092
1043,0.011817288,1043,0.035668679,,,1043,0.000194009,1043,0.001296012,1043,99.40618134,376.6000061,-0.02886565
1043.199951,0.012062986,1043.199951,0.036337588,,,1043.199951,0.000279189,1043.199951,0.001236091,1043.199951,99.20995331,376.4199829,-0.028630346
1043.400024,0.012073341,1043.400024,0.037058398,,,1043.400024,7.81E-06,1043.400024,0.001030494,1043.400024,99.22989655,376.2399902,-0.028971726
1043.599976,0.012263545,1043.599976,0.03794105,,,1043.599976,0.000228491,1043.599976,0.001184052,1043.599976,99.23088837,376.0599976,-0.029156325
1043.800049,0.012478041,1043.800049,0.03881216,,,1043.800049,0.000408057,1043.800049,0.00124614,1043.800049,99.26795959,375.8800049,-0.028966498
1044,0.012629443,1044,0.039344247,,,1044,0.000251104,1044,0.001208949,1044,99.26374817,375.6999817,-0.028864464
1044.199951,0.012745744,1044.199951,0.040140998,,,1044.199951,9.85E-05,1044.199951,0.001046471,1044.199951,99.18823242,375.519989,-0.028535221
1044.400024,0.012884705,1044.400024,0.040839702,,,1044.400024,0.000202164,1044.400024,0.001030131,1044.400024,99.17169189,375.3399963,-0.028407963
1044.599976,0.013283599,1044.599976,0.041859053,,,1044.599976,0.000234184,1044.599976,0.001167882,1044.599976,99.21813965,375.1600037,-0.028800245
1044.800049,0.013270183,1044.800049,0.042524412,,,1044.800049,0.000132059,1044.800049,0.000931703,1044.800049,99.02102661,374.9799805,-0.028836925
1045,0.013564507,1045,0.043438353,,,1045,0.000184013,1045,0.001197588,1045,99.03772736,374.7999878,-0.028687948
1045.199951,0.013888785,1045.199951,0.044505753,,,1045.199951,0.00043046,1045.199951,0.001347149,1045.199951,98.99716949,374.6199951,-0.028995467
1045.400024,0.014211528,1045.400024,0.045088783,,,1045.400024,0.000274477,1045.400024,0.001111014,1045.400024,99.10817719,374.4400024,-0.029302647
1045.599976,0.014255138,1045.599976,0.045911543,,,1045.599976,0.000205991,1045.599976,0.001087709,1045.599976,99.01016235,374.2599792,-0.028909685
1045.800049,0.014388737,1045.800049,0.04676754,,,1045.800049,0.000223769,1045.800049,0.001078616,1045.800049,98.98400116,374.0799866,-0.028952386
1046,0.014806937,1046,0.047739584,,,1046,0.000245736,1046,0.001196788,1046,99.00906372,373.8999939,-0.028728172
1046.199951,0.015201489,1046.199951,0.048402756,,,1046.199951,0.000157663,1046.199951,0.000985843,1046.199951,98.99845886,373.7200012,-0.029075254
1046.400024,0.015524094,1046.400024,0.049535565,,,1046.400024,0.00038635,1046.400024,0.001082501,1046.400024,99.07572937,373.539978,-0.028768791
1046.599976,0.015688982,1046.599976,0.050071806,,,1046.599976,0.000246679,1046.599976,0.000955221,1046.599976,99.04963684,373.3599854,-0.028372576
1046.800049,0.016145863,1046.800049,0.050980173,,,1046.800049,0.00039851,1046.800049,0.001151324,1046.800049,99.04611969,373.1799927,-0.029615682
1047,0.016419329,1047,0.051731214,,,1047,0.000208076,1047,0.001001324,1047,99.06100464,373,-0.028203268
1047.199951,0.016542101,1047.199951,0.052634731,,,1047.199951,0.00028642,1047.199951,0.00092009,1047.199951,99.09056854,372.8199768,-0.028771419
1047.400024,0.016925668,1047.400024,0.053291228,,,1047.400024,0.00034831,1047.400024,0.000915958,1047.400024,99.09729004,372.6399841,-0.029431578
1047.599976,0.017458091,1047.599976,0.054012634,,,1047.599976,0.000332937,1047.599976,0.000990558,1047.599976,99.00445557,372.4599915,-0.030176999
1047.800049,0.017703868,1047.800049,0.054652937,,,1047.800049,0.000297263,1047.800049,0.001000887,1047.800049,99.0242691,372.2799988,-0.028923532
1048,0.017997984,1048,0.055376016,,,1048,0.00043411,1048,0.001036329,1048,98.9143219,372.1000061,-0.029461961
1048.199951,0.01843594,1048.199951,0.056095667,,,1048.199951,0.000424995,1048.199951,0.000931262,1048.199951,99.06494141,371.9199829,-0.029379491
1048.400024,0.018665077,1048.400024,0.056635112,,,1048.400024,0.000485566,1048.400024,0.000930237,1048.400024,98.92765045,371.7399902,-0.02876425
1048.599976,0.019380223,1048.599976,0.057324138,,,1048.599976,0.000483231,1048.599976,0.001081518,1048.599976,98.85162354,371.5599976,-0.029412946
1048.800049,0.01957335,1048.800049,0.057825267,,,1048.800049,0.000410965,1048.800049,0.001090146,1048.800049,98.80030823,371.3800049,-0.029121723
1049,0.019772274,1049,0.05818864,,,1049,0.000407886,1049,0.000953629,1049,98.53578186,371.1999817,-0.027864896
1049.199951,0.020087183,1049.199951,0.058400754,,,1049.199951,0.000359838,1049.199951,0.000805375,1049.199951,98.38150024,371.019989,-0.028323926
1049.400024,0.020702951,1049.400024,0.059087522,,,1049.400024,0.000576654,1049.400024,0.001023412,1049.400024,97.96629333,370.8399963,-0.028539097
1049.599976,0.020959597,1049.599976,0.059526488,,,1049.599976,0.00056449,1049.599976,0.001072678,1049.599976,97.64147186,370.6600037,-0.027588679
1049.800049,0.021344395,1049.800049,0.059860419,,,1049.800049,0.000618973,1049.800049,0.000910939,1049.800049,97.1598587,370.4799805,-0.028558791
1050,0.021654001,1050,0.059985336,,,1050,0.000572644,1050,0.000824868,1050,96.62234497,370.2999878,-0.028124953
1050.199951,0.022195805,1050.199951,0.060356479,,,1050.199951,0.00060004,1050.199951,0.000944565,1050.199951,95.89693451,370.1199951,-0.029530892
1050.400024,0.022657696,1050.400024,0.060548004,,,1050.400024,0.000506437,1050.400024,0.000863804,1050.400024,94.88206482,369.9400024,-0.028359631
1050.599976,0.023094069,1050.599976,0.060962752,,,1050.599976,0.000773789,1050.599976,0.000981969,1050.599976,93.84660339,369.7599792,-0.028619487
1050.800049,0.023396164,1050.800049,0.060934581,,,1050.800049,0.000632445,1050.800049,0.000894925,1050.800049,92.71104431,369.5799866,-0.028950913
1051,0.023855317,1051,0.061158855,,,1051,0.000706667,1051,0.000856655,1051,91.21813202,369.3999939,-0.029635658
1051.199951,0.024263319,1051.199951,0.061258651,,,1051.199951,0.000695786,1051.199951,0.000987931,1051.199951,89.55145264,369.2200012,-0.028874522
1051.400024,0.024725534,1051.400024,0.061327744,,,1051.400024,0.000849738,1051.400024,0.000793329,1051.400024,87.82426453,369.039978,-0.029566562
1051.599976,0.025133943,1051.599976,0.061229762,,,1051.599976,0.000813795,1051.599976,0.00097598,1051.599976,85.84601593,368.8599854,-0.02888827
1051.800049,0.025439572,1051.800049,0.061235599,,,1051.800049,0.000729132,1051.800049,0.000817999,1051.800049,83.87303162,368.6799927,-0.029213794
1052,0.025976779,1052,0.06135913,,,1052,0.000784437,1052,0.000883853,1052,81.1272583,368.5,-0.028444186
1052.199951,0.026256595,1052.199951,0.061179116,,,1052.199951,0.000829413,1052.199951,0.000965278,1052.199951,78.50693512,368.3199768,-0.028351732
1052.400024,0.026692048,1052.400024,0.060947176,,,1052.400024,0.000705027,1052.400024,0.000596161,1052.400024,75.63611603,368.1399841,-0.028606061
1052.599976,0.027339378,1052.599976,0.060903076,,,1052.599976,0.000895239,1052.599976,0.001020186,1052.599976,73.00048828,367.9599915,-0.028772356
1052.800049,0.027745072,1052.800049,0.06086731,,,1052.800049,0.000822218,1052.800049,0.000914382,1052.800049,69.74000549,367.7799988,-0.028797477
1053,0.028330844,1053,0.060846888,,,1053,0.001115054,1053,0.000862782,1053,66.73513794,367.6000061,-0.028651776
1053.199951,0.028583748,1053.199951,0.060270879,,,1053.199951,0.000913516,1053.199951,0.000975838,1053.199951,63.32450485,367.4199829,-0.028940637
1053.400024,0.029007867,1053.400024,0.060261391,,,1053.400024,0.001142636,1053.400024,0.001044385,1053.400024,60.72064209,367.2399902,-0.029088907
1053.599976,0.029520938,1053.599976,0.060056515,,,1053.599976,0.001107299,1053.599976,0.000921528,1053.599976,57.30799484,367.0599976,-0.028172825
1053.800049,0.030010203,1053.800049,0.059778709,,,1053.800049,0.001136695,1053.800049,0.001048923,1053.800049,53.82493591,366.8800049,-0.027995307
1054,0.030389326,1054,0.059552923,,,1054,0.001249594,1054,0.001029207,1054,50.86260986,366.6999817,-0.029143237
1054.199951,0.030753978,1054.199951,0.059117861,,,1054.199951,0.001289886,1054.199951,0.001044667,1054.199951,48.03793716,366.519989,-0.029040687
1054.400024,0.031268857,1054.400024,0.058894597,,,1054.400024,0.001294544,1054.400024,0.000880547,1054.400024,45.51890182,366.3399963,-0.028637309
1054.599976,0.031714816,1054.599976,0.058654986,,,1054.599976,0.001375271,1054.599976,0.000874937,1054.599976,42.46710968,366.1600037,-0.027688971
1054.800049,0.032191545,1054.800049,0.058438692,,,1054.800049,0.001517684,1054.800049,0.001129612,1054.800049,40.08761978,365.9799805,-0.026326017
1055,0.032407336,1055,0.058050781,,,1055,0.001375374,1055,0.000873573,1055,37.59350204,365.7999878,-0.024987707
1055.199951,0.032757297,1055.199951,0.057814114,,,1055.199951,0.001530046,1055.199951,0.000991606,1055.199951,35.73009491,365.6199951,-0.026323166
1055.400024,0.033647705,1055.400024,0.057572972,,,1055.400024,0.001790803,1055.400024,0.001058254,1055.400024,33.07012558,365.4400024,-0.026597645
1055.599976,0.033998992,1055.599976,0.057219468,,,1055.599976,0.001910258,1055.599976,0.001044242,1055.599976,31.21537018,365.2599792,-0.027130088
1055.800049,0.034461956,1055.800049,0.057008445,,,1055.800049,0.00181353,1055.800049,0.001036283,1055.800049,29.18386078,365.0799866,-0.028661711
1056,0.034845494,1056,0.056716032,,,1056,0.001957432,1056,0.001096275,1056,27.62423706,364.8999939,-0.028779987
1056.199951,0.035245575,1056.199951,0.056488276,,,1056.199951,0.00204122,1056.199951,0.00108448,1056.199951,25.96896553,364.7200012,-0.028990395
1056.400024,0.035734281,1056.400024,0.056225985,,,1056.400024,0.002279094,1056.400024,0.001099832,1056.400024,24.31435013,364.539978,-0.028667102
1056.599976,0.036195155,1056.599976,0.056092858,,,1056.599976,0.00245339,1056.599976,0.001156428,1056.599976,22.92340851,364.3599854,-0.028018551
1056.800049,0.036583237,1056.800049,0.055770278,,,1056.800049,0.002627186,1056.800049,0.001186562,1056.800049,21.63932419,364.1799927,-0.027904529
1057,0.036983263,1057,0.055685349,,,1057,0.002946944,1057,0.001251543,1057,20.58470154,364,-0.02937167
1057.199951,0.037303369,1057.199951,0.055289775,,,1057.199951,0.003245797,1057.199951,0.001124488,1057.199951,19.16610718,363.8199768,-0.029350476
1057.400024,0.037599053,1057.400024,0.054948252,,,1057.400024,0.003438251,1057.400024,0.001028441,1057.400024,18.22602654,363.6399841,-0.028348185
1057.599976,0.038064193,1057.599976,0.05484058,,,1057.599976,0.003976776,1057.599976,0.001281395,1057.599976,17.15279961,363.4599915,-0.028840598
1057.800049,0.038368516,1057.800049,0.054723538,,,1057.800049,0.004552891,1057.800049,0.001302387,1057.800049,16.39821243,363.2799988,-0.028915785
1058,0.038497392,1058,0.054121692,,,1058,0.004979048,1058,0.001189063,1058,15.40206528,363.1000061,-0.02804623
1058.199951,0.038860541,1058.199951,0.053998183,,,1058.199951,0.005459789,1058.199951,0.001163623,1058.199951,14.63853455,362.9199829,-0.028934753
1058.400024,0.039202426,1058.400024,0.053705212,,,1058.400024,0.006366759,1058.400024,0.001289857,1058.400024,13.80918503,362.7399902,-0.029307362
1058.599976,0.039501064,1058.599976,0.053446531,,,1058.599976,0.006794961,1058.599976,0.001301437,1058.599976,13.23995399,362.5599976,-0.029015971
1058.800049,0.039594281,1058.800049,0.053091038,,,1058.800049,0.007391188,1058.800049,0.001417384,1058.800049,12.49537277,362.3800049,-0.028144199
1059,0.039797641,1059,0.052673876,,,1059,0.008057707,1059,0.001306091,1059,11.84887409,362.1999817,-0.029427413
1059.199951,0.039839569,1059.199951,0.052270416,,,1059.199951,0.008878704,1059.199951,0.001311517,1059.199951,11.20258522,362.019989,-0.028911803
1059.400024,0.040010538,1059.400024,0.052048367,,,1059.400024,0.009689,1059.400024,0.001493924,1059.400024,10.66698551,361.8399963,-0.029164258
1059.599976,0.040014558,1059.599976,0.051696062,,,1059.599976,0.010362024,1059.599976,0.00146778,1059.599976,10.24962044,361.6600037,-0.029675353
1059.800049,0.039977945,1059.800049,0.051128365,,,1059.800049,0.011144038,1059.800049,0.001479322,1059.800049,9.622578621,361.4799805,-0.028969778
1060,0.039998144,1060,0.050963927,,,1060,0.011743853,1060,0.001448984,1060,9.254396439,361.2999878,-0.028216962
1060.199951,0.040156946,1060.199951,0.050711289,,,1060.199951,0.012471961,1060.199951,0.0014319,1060.199951,8.833118439,361.1199951,-0.029064214
1060.400024,0.04020356,1060.400024,0.0505266,,,1060.400024,0.013248567,1060.400024,0.001521764,1060.400024,8.535847664,360.9400024,-0.028792961
1060.599976,0.040038999,1060.599976,0.050198928,,,1060.599976,0.014194778,1060.599976,0.001668469,1060.599976,8.041332245,360.7599792,-0.028145185
1060.800049,0.039868504,1060.800049,0.049829889,,,1060.800049,0.014804446,1060.800049,0.001638507,1060.800049,7.729458809,360.5799866,-0.028382285
1061,0.040028375,1061,0.049633585,,,1061,0.015752325,1061,0.001520383,1061,7.368168831,360.3999939,-0.02855166
1061.199951,0.039934829,1061.199951,0.049536005,,,1061.199951,0.016509518,1061.199951,0.001613944,1061.199951,7.117396355,360.2200012,-0.02859777
1061.400024,0.039815575,1061.400024,0.049183704,,,1061.400024,0.01723947,1061.400024,0.001423832,1061.400024,6.78371191,360.039978,-0.028375499
1061.599976,0.039920107,1061.599976,0.049336463,,,1061.599976,0.018100144,1061.599976,0.001602584,1061.599976,6.559252739,359.8599854,-0.028766776
1061.800049,0.039811879,1061.800049,0.049093448,,,1061.800049,0.019067489,1061.800049,0.001561224,1061.800049,6.263313293,359.6799927,-0.029389769
1062,0.039711334,1062,0.049138129,,,1062,0.019660275,1062,0.001690042,1062,6.089571953,359.5,-0.02843724
1062.199951,0.039758801,1062.199951,0.049201254,,,1062.199951,0.020623274,1062.199951,0.00178207,1062.199951,5.850930691,359.3199768,-0.028270416
1062.400024,0.039655287,1062.400024,0.049178798,,,1062.400024,0.021635182,1062.400024,0.001731654,1062.400024,5.832580566,359.1399841,-0.028877856
1062.599976,0.039317783,1062.599976,0.049186971,,,1062.599976,0.022418246,1062.599976,0.001714437,1062.599976,5.830991268,358.9599915,-0.029037025
1062.800049,0.039257724,1062.800049,0.049199671,,,1062.800049,0.023281829,1062.800049,0.001553222,1062.800049,5.534655094,358.7799988,-0.028539795
1063,0.039200801,1063,0.049455702,,,1063,0.024050767,1063,0.001797628,1063,5.409727097,358.6000061,-0.028537137
1063.199951,0.039137445,1063.199951,0.049375959,,,1063.199951,0.025014371,1063.199951,0.001747204,1063.199951,5.411149502,358.4199829,-0.0292763
1063.400024,0.038841959,1063.400024,0.049490552,,,1063.400024,0.025835004,1063.400024,0.001633455,1063.400024,5.050418377,358.2399902,-0.029001296
1063.599976,0.038809296,1063.599976,0.049665116,,,1063.599976,0.026812129,1063.599976,0.001761226,1063.599976,4.631453037,358.0599976,-0.028403053
1063.800049,0.038713127,1063.800049,0.049799368,,,1063.800049,0.02768255,1063.800049,0.001814863,1063.800049,4.337308407,357.8800049,-0.028781753
1064,0.038467035,1064,0.050043374,,,1064,0.028829634,1064,0.00200388,1064,3.942923546,357.6999817,-0.028852664
1064.199951,0.038085818,1064.199951,0.049937934,,,1064.199951,0.029547486,1064.199951,0.001784521,1064.199951,3.618627787,357.519989,-0.028513528
1064.400024,0.037674014,1064.400024,0.049966522,,,1064.400024,0.030416539,1064.400024,0.00190233,1064.400024,3.29810977,357.3399963,-0.028719764
1064.599976,0.03752232,1064.599976,0.050080452,,,1064.599976,0.031492624,1064.599976,0.002064786,1064.599976,3.037789583,357.1600037,-0.028620351
1064.800049,0.037194077,1064.800049,0.05007885,,,1064.800049,0.032135453,1064.800049,0.002013326,1064.800049,2.787881613,356.9799805,-0.028793525
1065,0.036612421,1065,0.05007644,,,1065,0.033074446,1065,0.001920498,1065,2.524219036,356.7999878,-0.028687166
1065.199951,0.036412653,1065.199951,0.050078459,,,1065.199951,0.033869408,1065.199951,0.001977515,1065.199951,2.310282707,356.6199951,-0.02821823
1065.400024,0.035639673,1065.400024,0.049990084,,,1065.400024,0.034409828,1065.400024,0.001850051,1065.400024,2.104067087,356.4400024,-0.028005946
1065.599976,0.035490904,1065.599976,0.050027169,,,1065.599976,0.035229024,1065.599976,0.002228187,1065.599976,1.941468358,356.2599792,-0.028973011
1065.800049,0.034731194,1065.800049,0.04981751,,,1065.800049,0.036051594,1065.800049,0.002009334,1065.800049,1.738925457,356.0799866,-0.028118089
1066,0.034234528,1066,0.049610097,,,1066,0.03680734,1066,0.001979916,1066,1.587163687,355.8999939,-0.028801918
1066.199951,0.033635583,1066.199951,0.049475279,,,1066.199951,0.037348762,1066.199951,0.001871004,1066.199951,1.433629394,355.7200012,-0.028950252
1066.400024,0.033246838,1066.400024,0.049482234,,,1066.400024,0.037998367,1066.400024,0.002039063,1066.400024,1.322654128,355.539978,-0.028803639
1066.599976,0.032687631,1066.599976,0.049511071,,,1066.599976,0.038865402,1066.599976,0.002163469,1066.599976,1.191999555,355.3599854,-0.028429231
1066.800049,0.032104321,1066.800049,0.049317729,,,1066.800049,0.039632425,1066.800049,0.002029079,1066.800049,1.082294345,355.1799927,-0.028723927
1067,0.031466249,1067,0.049073268,,,1067,0.040184613,1067,0.002033286,1067,0.980279207,355,-0.029022722
1067.199951,0.031041907,1067.199951,0.049023844,,,1067.199951,0.04090279,1067.199951,0.002045521,1067.199951,0.904485583,354.8199768,-0.029338079
1067.400024,0.030464854,1067.400024,0.048756581,,,1067.400024,0.041598089,1067.400024,0.001943139,1067.400024,0.825296164,354.6399841,-0.028777061
1067.599976,0.029927716,1067.599976,0.04869204,,,1067.599976,0.042025644,1067.599976,0.002017107,1067.599976,0.748658478,354.4599915,-0.029138688
1067.800049,0.029485062,1067.800049,0.048738126,,,1067.800049,0.042700477,1067.800049,0.002079058,1067.800049,0.688803792,354.2799988,-0.029210513
1068,0.028941289,1068,0.048257891,,,1068,0.043164726,1068,0.002032787,1068,0.630380869,354.1000061,-0.028068762
1068.199951,0.028684713,1068.199951,0.048417989,,,1068.199951,0.044009019,1068.199951,0.002153713,1068.199951,0.586528599,353.9199829,-0.028588856
1068.400024,0.028024344,1068.400024,0.048159976,,,1068.400024,0.044560242,1068.400024,0.002024552,1068.400024,0.532768428,353.7399902,-0.028121861
1068.599976,0.027619231,1068.599976,0.048069581,,,1068.599976,0.045020923,1068.599976,0.002136466,1068.599976,0.493939221,353.5599976,-0.027800681
1068.800049,0.027092954,1068.800049,0.047862753,,,1068.800049,0.045432366,1068.800049,0.001966347,1068.800049,0.453436196,353.3800049,-0.028696679
1069,0.026693169,1069,0.047842816,,,1069,0.04576816,1069,0.001915499,1069,0.424753815,353.1999817,-0.028079519
1069.199951,0.026151728,1069.199951,0.047668092,,,1069.199951,0.046192091,1069.199951,0.002016905,1069.199951,0.389534533,353.019989,-0.029586069
1069.400024,0.025803421,1069.400024,0.047635671,,,1069.400024,0.046674848,1069.400024,0.002009362,1069.400024,0.360574037,352.8399963,-0.027598916
1069.599976,0.025407329,1069.599976,0.047366649,,,1069.599976,0.046815202,1069.599976,0.00212309,1069.599976,0.33319816,352.6600037,-0.028975138
1069.800049,0.024976259,1069.800049,0.047366999,,,1069.800049,0.046863642,1069.800049,0.00208911,1069.800049,0.310912728,352.4799805,-0.029765125
1070,0.024580054,1070,0.047230393,,,1070,0.046852808,1070,0.002073947,1070,0.288442046,352.2999878,-0.029899681
1070.199951,0.024286471,1070.199951,0.047108918,,,1070.199951,0.046794042,1070.199951,0.002127064,1070.199951,0.267210126,352.1199951,-0.028853513
1070.400024,0.023679798,1070.400024,0.046845499,,,1070.400024,0.046543326,1070.400024,0.002144533,1070.400024,0.249025568,351.9400024,-0.028914349
1070.599976,0.023260184,1070.599976,0.046535913,,,1070.599976,0.046220802,1070.599976,0.001989455,1070.599976,0.233361706,351.7599792,-0.029038761
1070.800049,0.023096338,1070.800049,0.046363719,,,1070.800049,0.045856334,1070.800049,0.001991546,1070.800049,0.219724208,351.5799866,-0.027687382
1071,0.022414822,1071,0.045939356,,,1071,0.045499504,1071,0.001932883,1071,0.203273699,351.3999939,-0.027914273
1071.199951,0.022271983,1071.199951,0.045788068,,,1071.199951,0.044973928,1071.199951,0.00197262,1071.199951,0.190758497,351.2200012,-0.029198576
1071.400024,0.021708312,1071.400024,0.045515671,,,1071.400024,0.044399116,1071.400024,0.002004116,1071.400024,0.17767176,351.039978,-0.028201204
1071.599976,0.021433754,1071.599976,0.045197863,,,1071.599976,0.044039711,1071.599976,0.00203047,1071.599976,0.167589128,350.8599854,-0.028347468
1071.800049,0.02081628,1071.800049,0.044821609,,,1071.800049,0.043376893,1071.800049,0.001856305,1071.800049,0.155993313,350.6799927,-0.028794693
1072,0.020563092,1072,0.04425877,,,1072,0.042713985,1072,0.002037501,1072,0.146569714,350.5,-0.029053755
1072.199951,0.02014976,1072.199951,0.043927252,,,1072.199951,0.042111713,1072.199951,0.001919454,1072.199951,0.137157559,350.3199768,-0.028321143
1072.400024,0.019825313,1072.400024,0.043707304,,,1072.400024,0.041550044,1072.400024,0.001990411,1072.400024,0.130216062,350.1399841,-0.029209033
1072.599976,0.019596221,1072.599976,0.04332713,,,1072.599976,0.041101404,1072.599976,0.001884923,1072.599976,0.122294515,349.9599915,-0.028581757
1072.800049,0.019147512,1072.800049,0.042849787,,,1072.800049,0.040331323,1072.800049,0.002045039,1072.800049,0.114563562,349.7799988,-0.028094152
1073,0.018711843,1073,0.042483322,,,1073,0.039615005,1073,0.001780138,1073,0.107826129,349.6000061,-0.029817404
1073.199951,0.018449141,1073.199951,0.041990094,,,1073.199951,0.038891066,1073.199951,0.001878281,1073.199951,0.101940081,349.4199829,-0.028622247
1073.400024,0.01826274,1073.400024,0.041739788,,,1073.400024,0.038635388,1073.400024,0.001899548,1073.400024,0.097118773,349.2399902,-0.030284183
1073.599976,0.017919842,1073.599976,0.041111376,,,1073.599976,0.037758507,1073.599976,0.001872578,1073.599976,0.091035053,349.0599976,-0.02870151
1073.800049,0.017683465,1073.800049,0.040843826,,,1073.800049,0.037206743,1073.800049,0.001991622,1073.800049,0.086628228,348.8800049,-0.028391147
1074,0.017220259,1074,0.040364709,,,1074,0.0365481,1074,0.001993663,1074,0.081921667,348.6999817,-0.028372034
1074.199951,0.017109962,1074.199951,0.039965644,,,1074.199951,0.036121845,1074.199951,0.001816848,1074.199951,0.078436367,348.519989,-0.028981373
1074.400024,0.016618274,1074.400024,0.039387796,,,1074.400024,0.035355315,1074.400024,0.001804037,1074.400024,0.07381776,348.3399963,-0.029453885
1074.599976,0.016470291,1074.599976,0.03890473,,,1074.599976,0.034746539,1074.599976,0.001820478,1074.599976,0.070101909,348.1600037,-0.028278694
1074.800049,0.016174702,1074.800049,0.038439475,,,1074.800049,0.034043688,1074.800049,0.001829085,1074.800049,0.066425048,347.9799805,-0.03019283
1075,0.016080128,1075,0.038180564,,,1075,0.033424269,1075,0.001763389,1075,0.063459858,347.7999878,-0.028052067
1075.199951,0.015870454,1075.199951,0.037635818,,,1075.199951,0.032913584,1075.199951,0.001816123,1075.199951,0.060439814,347.6199951,-0.029095672
1075.400024,0.015516812,1075.400024,0.037226744,,,1075.400024,0.032085638,1075.400024,0.001763564,1075.400024,0.057304598,347.4400024,-0.028483514
1075.599976,0.015281731,1075.599976,0.036732949,,,1075.599976,0.031521358,1075.599976,0.001825022,1075.599976,0.054560117,347.2599792,-0.029053766
1075.800049,0.015049426,1075.800049,0.03641928,,,1075.800049,0.03087444,1075.800049,0.001949517,1075.800049,0.052254584,347.0799866,-0.028810697
1076,0.014955985,1076,0.035945151,,,1076,0.030304754,1076,0.001714461,1076,0.049991481,346.8999939,-0.028555753
1076.199951,0.014647974,1076.199951,0.035266858,,,1076.199951,0.02962192,1076.199951,0.001689522,1076.199951,0.047299273,346.7200012,-0.02897417
