,jdobs,filter,seeing,gain,zp,ezp,programid,fieldid,ccdid,qid,filterid,moonra,moondec,moonillf,moonphase,airmass,nbad,nbadbkg,bkgstd,bkgmed,diffimgname,psfimgname,Fmcmc,Fmcmc_unc,Fmcmc_low_3sigma,Fmcmc_low_2sigma,Fmcmc_low_1sigma,Fmcmc_high_3sigma,Fmcmc_high_2sigma,Fmcmc_high_1sigma,Fratio,Fratio_unc,jdref_start,jdref_end,fcqfid
12,2458132.802037,b'g',2.227,3.05908686489715,26.0,1.71351e-05,0.0,858.0,3.0,2.0,1.0,263.7597788,-19.4246167,-0.0688317,210.4200439,1.4,0.0,0.0,12.790229895496367,-0.8750656247138977,ztf_20180114301979_000858_zg_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180114301979_000858_zg_c03_o_q2_diffimgpsf.fits',18.409769120582258,51.89571623850604,-139.24772476264567,-86.0794176599286,-33.49876527825216,173.39466467807355,122.60708819695412,70.29266719875993,7.329061095138142e-10,2.0660056755882593e-09,2458247.6802452896,2458374.9519106713,8580321.0
13,2458132.8289005,b'g',2.111,3.17388840544987,26.0,1.64484e-05,0.0,858.0,3.0,2.0,1.0,264.2097376,-19.4744556,-0.06757,210.1332855,1.4,0.0,0.0,12.728681749725343,0.6727304458618164,ztf_20180114328889_000858_zg_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180114328889_000858_zg_c03_o_q2_diffimgpsf.fits',38.780272582051765,50.63981147688342,-114.43194605409354,-62.48463850437952,-11.965731045006102,192.6036596022892,140.26142217055988,89.31389190876074,1.5438704590933982e-09,2.0160072065781305e-09,2458247.6802452896,2458374.9519106713,8580321.0
14,2458132.8488657,b'g',2.357,3.35113303469234,26.0,1.77407e-05,0.0,858.0,3.0,2.0,1.0,264.5375712,-19.5148157,-0.0666233,209.9164734,1.4,0.0,0.0,11.294394649934766,0.32729119062423706,ztf_20180114348866_000858_zg_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180114348866_000858_zg_c03_o_q2_diffimgpsf.fits',2.697341033450769,48.67713876896636,-144.270611186937,-94.8514116200519,-45.9294477568484,149.26309231037868,99.96500174355269,51.42482978108431,1.073830806844931e-10,1.9378717985961072e-09,2458247.6802452896,2458374.9519106713,8580321.0
15,2458132.8643171,b'g',2.159,3.36350421049453,26.0,1.59637e-05,0.0,858.0,3.0,2.0,1.0,264.78661,-19.5478419,-0.0658643,209.7416077,1.4,0.0,0.0,11.7547329454422,-0.6790708303451538,ztf_20180114364317_000858_zg_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180114364317_000858_zg_c03_o_q2_diffimgpsf.fits',-82.83552070809267,46.91389371906637,-223.92667569800238,-176.78002536540345,-129.9583605519992,59.038383302524984,10.899721277106877,-36.13057311386645,-3.297741477042438e-09,1.867675749443889e-09,2458247.6802452896,2458374.9519106713,8580321.0
16,2458207.7522106,b'g',2.619,6.2,26.249844,1.62824e-05,1.0,858.0,3.0,2.0,1.0,175.328,5.2816,0.980388,16.1005,1.53,0.0,0.0,15.063914393901822,-2.049764633178711,ztf_20180330252211_000858_zg_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180330252211_000858_zg_c03_o_q2_diffimgpsf.fits',122.49538300561798,66.77750400848208,-81.52116164868647,-11.92546965055676,55.8925953068743,323.09249762207276,256.6731678351286,189.44760332383845,3.8742007417731734e-09,2.111993524273888e-09,2458247.6802452896,2458374.9519106713,8580321.0
17,2458207.7740046,b'g',3.416,6.2,26.236713,2.6529e-05,1.0,858.0,3.0,2.0,1.0,175.507,5.18013,0.981076,15.8138,1.584,0.0,0.0,15.165856328964225,0.041394948959350586,ztf_20180330274005_000858_zg_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180330274005_000858_zg_c03_o_q2_diffimgpsf.fits',-79.34785677121987,76.10985217086376,-306.9163356182339,-231.26878886589867,-155.38607917198436,150.09549286962869,73.24602776718281,-3.166374830256842,-2.5400952404161904e-09,2.4364397625524433e-09,2458247.6802452896,2458374.9519106713,8580321.0
18,2458210.7521065,b'g',2.463,6.2,26.053253,2.54858e-05,1.0,858.0,3.0,2.0,1.0,214.02,-8.70719,-0.965232,338.507,1.549,0.0,0.0,14.971160269784928,-7.327720880508423,ztf_20180402252095_000858_zg_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180402252095_000858_zg_c03_o_q2_diffimgpsf.fits',4.893493220582187,66.6388705068761,-195.3535616698113,-128.37018111737748,-61.42956933062691,206.3544465581362,138.4878718800988,71.84817168312529,1.85488842445728e-10,2.525959758202954e-09,2458247.6802452896,2458374.9519106713,8580321.0
19,2458215.7077778,b'r',3.148,6.2,25.36891,1.652e-05,1.0,858.0,3.0,2.0,2.0,276.44,-20.5762,-0.605284,282.156,1.483,0.0,0.0,11.435727008342742,0.6973899602890015,ztf_20180407207674_000858_zr_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180407207674_000858_zr_c03_o_q2_diffimgpsf.fits',-63.38096353241117,65.55170077858739,-260.4426883252392,-194.4940025384231,-129.04245465912544,134.59671927254354,67.55859650253655,2.0609468980493375,-4.512267491753937e-09,4.666808328547312e-09,2458223.6681828704,2458362.9486269215,8580322.0
20,2458218.7260417,b'r',1.908,6.2,26.093075,2.8131e-06,1.0,858.0,3.0,2.0,2.0,313.885,-17.557,-0.323354,249.311,1.539,0.0,0.0,8.275055568170547,-1.5208925604820251,ztf_20180410225938_000858_zr_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180410225938_000858_zr_c03_o_q2_diffimgpsf.fits',-30.607663987587333,29.85439750218725,-120.01538904264811,-90.14185317973232,-60.553227140325376,59.76899770193775,28.757732600921358,-0.8444321359508734,-1.1184077941664285e-09,1.090883344454106e-09,2458223.6681828704,2458362.9486269215,8580322.0
21,2458223.6681829,b'r',2.457,6.2,26.146676,3.7579e-06,1.0,858.0,3.0,2.0,2.0,13.7111,0.838105,-0.00986439,191.4,1.452,0.0,0.0,7.553979504060743,-0.449856162071228,ztf_20180415168102_000858_zr_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180415168102_000858_zr_c03_o_q2_diffimgpsf.fits',4.027199741939022,29.3145778643743,-84.70983322649424,-54.56183469939363,-25.374733963020475,92.2691434977543,62.380418622403795,33.254421765728125,1.400660142274414e-10,1.0195610705533075e-09,2458223.6681828704,2458362.9486269215,8580322.0
22,2458223.6924537,b'r',2.177,6.2,26.142029,3.1187e-06,1.0,858.0,3.0,2.0,2.0,14.1035,0.948803,-0.00934064,191.092,1.496,0.0,0.0,7.043718341946598,0.29432016611099243,ztf_20180415192350_000858_zr_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180415192350_000858_zr_c03_o_q2_diffimgpsf.fits',-34.167011138646984,25.5835029511558,-111.29228265654554,-85.43605761365005,-59.66880646230423,43.81144295902803,17.199349162038704,-8.50180055999263,-1.1934257089766233e-09,8.936107997248241e-10,2458223.6681828704,2458362.9486269215,8580322.0
23,2458226.7572801,b'r',2.695,6.2,26.098196,9.0257e-06,1.0,858.0,3.0,2.0,2.0,54.7515,13.9914,0.0600742,151.624,1.691,0.0,0.0,9.920363817071912,-2.1593003273010254,ztf_20180418257106_000858_zr_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180418257106_000858_zr_c03_o_q2_diffimgpsf.fits',51.364636079397144,46.144537784793485,-84.65662210261289,-40.2370808624319,5.2886043293461995,191.0501567123963,144.17899483262596,97.57767989893317,1.8680384687484423e-09,1.6781929803816181e-09,2458223.6681828704,2458362.9486269215,8580322.0
24,2458229.6511921,b'g',4.961,6.2,26.258568,2.22054e-05,1.0,858.0,3.0,2.0,1.0,97.6375,20.0343,0.302927,113.213,1.451,0.0,0.0,7.8329674385786054,-1.0686542391777039,ztf_20180421151030_000858_zg_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180421151030_000858_zg_c03_o_q2_diffimgpsf.fits',-58.196021237474866,53.2074198351967,-226.06872579950084,-166.17639433630754,-111.57244774149487,109.79753832112567,49.35011139893682,-5.157608071101464,-1.8258541951358254e-09,1.6693407672377954e-09,2458247.6802452896,2458374.9519106713,8580321.0
25,2458229.6918287,b'r',3.564,6.2,26.159526,8.393e-06,1.0,858.0,3.0,2.0,2.0,98.1343,19.9846,0.307254,112.674,1.529,0.0,0.0,10.196155419206619,-1.1444004774093628,ztf_20180421191620_000858_zr_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180421191620_000858_zr_c03_o_q2_diffimgpsf.fits',11.192670989252335,53.948735653295984,-150.45753274493887,-96.7523007884559,-42.52266543135495,174.19414350337155,118.91818170145896,65.37480587523702,3.847010199788808e-10,1.8542610295924576e-09,2458223.6681828704,2458362.9486269215,8580322.0
26,2458232.6582407,b'g',3.748,6.2,25.880661,2.95459e-05,1.0,858.0,3.0,2.0,1.0,142.739,15.1957,0.641245,73.5911,1.477,0.0,0.0,12.423066239166257,-3.3451995849609375,ztf_20180424158079_000858_zg_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180424158079_000858_zg_c03_o_q2_diffimgpsf.fits',58.19998353250143,62.250143528776896,-129.1814145963937,-67.12517787522961,-4.311309590265256,247.11479516757527,183.37292006580034,120.18897746728854,2.5861782907123492e-09,2.76615146720878e-09,2458247.6802452896,2458374.9519106713,8580321.0
27,2458232.6979977,b'r',2.007,6.2,25.531426,4.92764e-05,1.0,858.0,3.0,2.0,2.0,143.102,15.0496,0.645513,73.0806,1.564,0.0,0.0,17.64098586654663,0.8610796928405762,ztf_20180424197870_000858_zr_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180424197870_000858_zr_c03_o_q2_diffimgpsf.fits',-13.019233811076731,63.68200839462553,-203.55554677293082,-139.57827878350435,-76.53653636497678,178.0399473766343,114.4306943369854,50.82748042427428,-7.980222982348872e-10,3.9034296053768385e-09,2458223.6681828704,2458362.9486269215,8580322.0
28,2458235.7117361,b'g',2.756,6.2,26.227411,1.42194e-05,1.0,858.0,3.0,2.0,1.0,183.66,2.29792,0.911469,34.6199,1.625,0.0,0.0,13.267129551267622,-1.6504573822021484,ztf_20180427211493_000858_zg_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180427211493_000858_zg_c03_o_q2_diffimgpsf.fits',6.26942174283127,62.02143139246405,-180.90478999778443,-118.00084222449257,-56.01971077852636,192.80226028268638,129.88898843955783,68.02315200640174,2.0242450490006218e-10,2.0025224108075446e-09,2458247.6802452896,2458374.9519106713,8580321.0
29,2458244.666331,b'r',2.72,6.2,26.108414,5.3141e-06,1.0,858.0,3.0,2.0,2.0,296.887,-20.2494,-0.680796,291.198,1.566,0.0,0.0,7.89787028722763,-1.008587658405304,ztf_20180506166285_000858_zr_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180506166285_000858_zr_c03_o_q2_diffimgpsf.fits',43.378248385222804,35.11642192132691,-62.206086385366206,-26.820064266037704,8.096622136380487,149.42359336854742,113.55119135280061,78.32946597903431,1.5628108266302865e-09,1.2651576865161147e-09,2458223.6681828704,2458362.9486269215,8580322.0
30,2458244.7032292,b'g',3.589,6.2,26.065169,1.49255e-05,1.0,858.0,3.0,2.0,1.0,297.446,-20.257,-0.677548,290.799,1.674,0.0,0.0,6.853318192982673,-0.5505975484848022,ztf_20180506203125_000858_zg_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180506203125_000858_zg_c03_o_q2_diffimgpsf.fits',25.99481581101376,35.01467831592893,-78.59270750273016,-44.08052618114458,-9.09902625362483,130.42884136610417,96.03776283518053,60.93033037823303,9.745837023557321e-10,1.3127515532251552e-09,2458247.6802452896,2458374.9519106713,8580321.0
31,2458247.6802431,b'g',2.881,6.2,26.221229,9.3893e-06,1.0,858.0,3.0,2.0,1.0,333.416,-13.3466,-0.397391,258.158,1.628,0.0,0.0,6.192166169810295,-0.7000372409820557,ztf_20180509180197_000858_zg_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180509180197_000858_zg_c03_o_q2_diffimgpsf.fits',16.69267823111504,28.15096036046186,-67.96094405900953,-39.64706960022011,-11.519177601278543,100.86622271334276,72.60151299201532,44.782743119645176,5.420438508450992e-10,9.141166413026723e-10,2458247.6802452896,2458374.9519106713,8580321.0
32,2458247.7231134,b'r',1.8,6.2,26.118715,2.9245e-06,1.0,858.0,3.0,2.0,2.0,334.108,-13.2249,-0.393273,257.675,1.775,0.0,0.0,8.408466331243513,-1.8338950872421265,ztf_20180509223056_000858_zr_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180509223056_000858_zr_c03_o_q2_diffimgpsf.fits',12.126302989145017,30.590685825199582,-80.1216750115661,-49.259009123654096,-18.424346593437775,105.00955498896313,73.68918947679347,42.75702505696139,4.327553198632052e-10,1.0916997572118221e-09,2458223.6681828704,2458362.9486269215,8580322.0
33,2458250.7204051,b'r',3.423,6.2,26.136458,5.6523e-06,1.0,858.0,3.0,2.0,2.0,10.0272,-0.906188,-0.130919,222.425,1.796,0.0,0.0,8.320082450985907,-0.6326498985290527,ztf_20180512220197_000858_zr_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180512220197_000858_zr_c03_o_q2_diffimgpsf.fits',-41.867867070941784,51.86480993310336,-198.9604083944216,-145.6479949464572,-93.60263483342506,115.23810725769445,62.654309517065855,10.126985032781654,-1.4699333273120423e-09,1.8209146529214771e-09,2458223.6681828704,2458362.9486269215,8580322.0
34,2458255.6997917,b'g',3.941,6.2,26.171127,1.57608e-05,1.0,858.0,3.0,2.0,1.0,78.1817,18.5647,0.0406522,156.736,1.769,0.0,0.0,6.652315248107909,-0.08651518821716309,ztf_20180517199502_000858_zg_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180517199502_000858_zg_c03_o_q2_diffimgpsf.fits',-76.79203341038969,40.90347076179031,-200.07346169434163,-158.93929622162852,-117.76303437209648,45.392264296740734,4.652822098600453,-35.956092848515866,-2.611351703310255e-09,1.3909430879885595e-09,2458247.6802452896,2458374.9519106713,8580321.0
35,2458258.6966435,b'r',2.243,6.2,26.01222,5.0287e-06,1.0,858.0,3.0,2.0,2.0,124.654,18.4403,0.282498,115.786,1.788,0.0,0.0,8.307760669708252,1.226448655128479,ztf_20180520196644_000858_zr_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180520196644_000858_zr_c03_o_q2_diffimgpsf.fits',-32.75827997532771,33.66884140878791,-133.69832085559966,-100.29441385648637,-66.6444753154447,68.47504540313638,34.29729831204946,0.6932075021311357,-1.2895348702734522e-09,1.3253792650737384e-09,2458223.6681828704,2458362.9486269215,8580322.0
36,2458338.0038194,b'r',2.291,6.2,26.123017,6.3579e-06,1.0,858.0,3.0,2.0,2.0,80.4613,19.0446,-0.212243,234.864,1.848,0.0,0.0,15.401404466629026,1.3477957248687744,ztf_20180807503762_000858_zr_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180807503762_000858_zr_c03_o_q2_diffimgpsf.fits',-111.62333029383785,62.69624570137947,-300.42911204418,-236.7537978318682,-174.5275777014781,76.53313070090331,13.043878451661719,-49.13508629871916,-3.967785405025051e-09,2.228613391147413e-09,2458223.6681828704,2458362.9486269215,8580322.0
37,2458341.0041088,b'g',2.645,6.2,25.632821,2.48336e-05,1.0,858.0,3.0,2.0,1.0,128.048,18.4289,-0.0128102,192.998,1.811,0.0,0.0,12.860389729499815,0.883048415184021,ztf_20180810504074_000858_zg_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180810504074_000858_zg_c03_o_q2_diffimgpsf.fits',-69.43566452173482,58.24181227097479,-244.62279322093724,-185.57754922544072,-127.67070541548513,104.12655937042615,46.880004056883635,-11.18708087353555,-3.876628606554899e-09,3.2516701206269826e-09,2458247.6802452896,2458374.9519106713,8580321.0
38,2458344.0038426,b'r',2.556,6.2,26.07477,4.3973e-06,1.0,858.0,3.0,2.0,2.0,172.498,6.72309,0.0636791,150.767,1.778,0.0,0.0,8.868874947071074,0.10355567932128906,ztf_20180813503206_000858_zr_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180813503206_000858_zr_c03_o_q2_diffimgpsf.fits',16.955799531535504,35.55646429192037,-89.7278594931707,-54.20142917451095,-18.838537948950687,123.09164004920649,87.42662063631968,52.274390634890054,6.301011514701937e-10,1.3213277882249607e-09,2458223.6681828704,2458362.9486269215,8580322.0
39,2458345.9907523,b'r',2.598,6.2,26.055473,3.1315e-06,3.0,858.0,3.0,2.0,2.0,198.69,-2.99577,0.218126,124.315,1.811,0.0,0.0,6.027397580814361,1.0143362879753113,ztf_20180815490683_000858_zr_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180815490683_000858_zr_c03_o_q2_diffimgpsf.fits',10.586747209338249,24.226596449512414,-62.685443386853144,-37.6833744915767,-13.520402211060013,85.26905943424158,59.606120210410126,34.93279068796482,4.004730940135841e-10,9.164382454513059e-10,2458223.6681828704,2458362.9486269215,8580322.0
40,2458346.987963,b'g',2.613,6.2,25.948285,7.9209e-06,1.0,858.0,3.0,2.0,1.0,211.267,-7.55428,0.314973,111.719,1.811,0.0,0.0,4.85524830341339,-0.4524827003479004,ztf_20180816487917_000858_zg_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180816487917_000858_zg_c03_o_q2_diffimgpsf.fits',40.04015942920845,21.951481298833077,-27.51596020346459,-4.057759372335724,18.00733194745591,106.4493667589585,83.83592805399346,61.91029454512206,1.6717902884528167e-09,9.165366416853319e-10,2458247.6802452896,2458374.9519106713,8580321.0
41,2458347.9999537,b'g',2.07,6.2,26.100214,6.5432e-06,3.0,858.0,3.0,2.0,1.0,223.91,-11.6888,0.418136,99.4233,1.75,0.0,0.0,5.690018399524686,0.039299070835113525,ztf_20180817499919_000858_zg_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180817499919_000858_zg_c03_o_q2_diffimgpsf.fits',-4.378735929455517,21.96020481551788,-70.62564450139388,-48.38873350180998,-26.412943058627462,62.248324319861126,39.54334708733042,17.507466572408298,-1.5895095983585667e-10,7.971697060195029e-10,2458247.6802452896,2458374.9519106713,8580321.0
42,2458348.9895255,b'g',2.053,6.2,26.101482,4.9694e-06,3.0,858.0,3.0,2.0,1.0,236.102,-15.1252,0.519019,87.8201,1.781,0.0,0.0,4.108495045280456,0.23308324813842773,ztf_20180818489433_000858_zg_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180818489433_000858_zg_c03_o_q2_diffimgpsf.fits',-7.183808111869508,16.082481173551486,-55.46387013931793,-39.314477569423104,-23.28973493742302,40.78270414757165,24.783821668024252,8.875227409679947,-2.604725269283707e-10,5.831231075952981e-10,2458247.6802452896,2458374.9519106713,8580321.0
43,2458350.9934375,b'r',2.137,6.2,26.047344,2.7996e-06,1.0,858.0,3.0,2.0,2.0,261.029,-19.817,0.708886,65.306,1.743,0.0,0.0,6.5460120628595355,1.3431789875030518,ztf_20180820493391_000858_zr_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180820493391_000858_zr_c03_o_q2_diffimgpsf.fits',-20.118577489542567,23.647978941585656,-91.10701326524364,-67.23226327163727,-43.69858287816972,51.102414721729005,27.358656923236715,3.5973750050015987,-7.667603908794198e-10,9.012731435026725e-10,2458223.6681828704,2458362.9486269215,8580322.0
44,2458353.9937963,b'r',2.7,6.2,26.160074,2.9609e-06,3.0,858.0,3.0,2.0,2.0,298.707,-20.2828,0.92089,32.6715,1.71,0.0,0.0,6.314221416902543,0.5198314189910889,ztf_20180823493704_000858_zr_c03_o_q2_scimrefdiffimg.fits,b'ztf_20180823493704_000858_zr_c03_o_q2_diffimgpsf.fits',9.791624138424435,24.987734513959296,-64.551836821411,-40.30009081445704,-15.222409698404995,84.82366442871,59.789126051308116,34.7530593295136,3.363761025549525e-10,8.584149706588703e-10,2458223.6681828704,2458362.9486269215,8580322.0
