,jdobs,filter,seeing,gain,zp,ezp,programid,fieldid,ccdid,qid,filterid,moonra,moondec,moonillf,moonphase,airmass,nbad,nbadbkg,bkgstd,bkgmed,diffimgname,psfimgname,Fmcmc,Fmcmc_unc,Fmcmc_low_3sigma,Fmcmc_low_2sigma,Fmcmc_low_1sigma,Fmcmc_high_3sigma,Fmcmc_high_2sigma,Fmcmc_high_1sigma,Fratio,Fratio_unc,jdref_start,jdref_end,fcqfid
11,2458198.9522569,b'r',1.63,6.65937892321475,26.275,3.8585e-06,2.0,722.0,9.0,3.0,2.0,48.1646,11.8889,0.168759,131.489,1.045,0.0,0.0,5.312116440010069,-0.12615752220153809,ztf_20180321452234_000722_zr_c09_o_q3_scimrefdiffimg.fits,b'ztf_20180321452234_000722_zr_c09_o_q3_diffimgpsf.fits',-9.39990964947735,16.79077167703077,-60.0583329648061,-42.92696063670277,-26.15135765629278,41.32503561759627,24.329366975254803,7.430185697768755,-2.904849785582029e-10,5.188844502200946e-10,2458155.058738426,2458218.9608101854,7220932.0
12,2458198.9684722,b'r',1.682,6.62375136335201,26.275,3.7804e-06,2.0,722.0,9.0,3.0,2.0,48.4644,11.9487,0.170133,131.28,1.025,0.0,0.0,5.86096891403198,0.44486939907073975,ztf_20180321468449_000722_zr_c09_o_q3_scimrefdiffimg.fits,b'ztf_20180321468449_000722_zr_c09_o_q3_diffimgpsf.fits',-23.764991717429837,19.285797915158057,-82.46810584719742,-62.441501418905396,-43.00877598361598,34.52004918104811,15.023417402098001,-4.437180153299868,-7.344084535809677e-10,5.959881321014167e-10,2458155.058738426,2458218.9608101854,7220932.0
13,2458198.9843287,b'r',1.626,6.1121387740527,26.275,4.9661e-06,2.0,722.0,9.0,3.0,2.0,48.7575,12.0086,0.171465,131.077,1.013,0.0,0.0,6.295011436462403,-0.39827966690063477,ztf_20180321484294_000722_zr_c09_o_q3_scimrefdiffimg.fits,b'ztf_20180321484294_000722_zr_c09_o_q3_diffimgpsf.fits',0.23583368934618498,20.342751968578504,-62.32992621564286,-40.74105208020723,-20.18018619850942,61.46214207398668,40.99802236577553,20.505317738647584,7.287957730193448e-12,6.286511349325512e-10,2458155.058738426,2458218.9608101854,7220932.0
14,2458203.8822685,b'g',2.372,6.2,26.257772,6.987e-06,2.0,722.0,9.0,3.0,1.0,119.505,18.7206,0.694774,67.0736,1.18,0.0,0.0,6.38769615728855,0.016143441200256348,ztf_20180326382245_000722_zg_c09_o_q3_scimrefdiffimg.fits,b'ztf_20180326382245_000722_zg_c09_o_q3_diffimgpsf.fits',-42.9788718842602,28.788498989192828,-130.34688972186746,-100.75496901033864,-71.6543493495981,44.959188105493645,15.328090901365343,-14.077351371212451,-1.3494171080346305e-09,9.038788444020136e-10,2458167.064247685,2458207.0039004628,7220931.0
15,2458203.9127546,b'g',2.079,6.2,26.303396,6.1094e-06,2.0,722.0,9.0,3.0,1.0,119.964,18.6215,0.697973,66.675,1.092,0.0,0.0,5.20494135658741,-0.03535526990890503,ztf_20180326412720_000722_zg_c09_o_q3_scimrefdiffimg.fits,b'ztf_20180326412720_000722_zg_c09_o_q3_diffimgpsf.fits',-22.09972448105973,22.21905188695554,-89.03419395977278,-66.68539523027475,-44.3243839954433,44.244595294038234,22.346603325559606,0.11371977846778236,-6.653167530095688e-10,6.689091291287923e-10,2458167.064247685,2458207.0039004628,7220931.0
16,2458204.9017708,b'g',3.047,6.2,26.319485,1.1484e-05,2.0,722.0,9.0,3.0,1.0,134.67,16.4689,0.797131,53.54,1.112,0.0,0.0,8.435226901769637,-0.39713144302368164,ztf_20180327401748_000722_zg_c09_o_q3_scimrefdiffimg.fits,b'ztf_20180327401748_000722_zg_c09_o_q3_diffimgpsf.fits',114.17100807546122,43.18165665357323,-18.701332734835162,27.175007176375757,70.71316425306367,245.49739503692783,200.37517304534128,157.07647756021012,3.386583871134636e-09,1.28087072606378e-09,2458167.064247685,2458207.0039004628,7220931.0
17,2458204.9363773,b'g',3.011,6.2,26.338829,9.7465e-06,2.0,722.0,9.0,3.0,1.0,135.158,16.3224,0.800361,53.0784,1.044,0.0,0.0,7.240075326895713,0.6884764432907104,ztf_20180327436354_000722_zg_c09_o_q3_scimrefdiffimg.fits,b'ztf_20180327436354_000722_zg_c09_o_q3_diffimgpsf.fits',-14.157093737720762,37.88272420689328,-129.5184539905303,-90.00942156205043,-52.095549657526036,101.05056023189914,61.56462128404016,23.66989875626052,-4.125176239913746e-10,1.1038488315294588e-09,2458167.064247685,2458207.0039004628,7220931.0
18,2458204.9508681,b'g',3.219,6.2,26.330769,1.05128e-05,2.0,722.0,9.0,3.0,1.0,135.373,16.2608,0.801677,52.8896,1.026,0.0,0.0,6.448148934745785,0.4848906993865967,ztf_20180327450845_000722_zg_c09_o_q3_scimrefdiffimg.fits,b'ztf_20180327450845_000722_zg_c09_o_q3_diffimgpsf.fits',21.602076443117877,36.21024247847789,-87.49269210456077,-51.133433014357436,-14.781051856971501,130.55902718979692,93.93221164995957,57.639433099984274,6.341440158862279e-10,1.0629769153147627e-09,2458167.064247685,2458207.0039004628,7220931.0
19,2458204.9639815,b'g',2.626,6.2,26.333807,7.0187e-06,1.0,722.0,9.0,3.0,1.0,135.573,16.2051,0.802941,52.7077,1.016,0.0,0.0,5.730466411232945,-0.36853551864624023,ztf_20180327463970_000722_zg_c09_o_q3_scimrefdiffimg.fits,b'ztf_20180327463970_000722_zg_c09_o_q3_diffimgpsf.fits',36.7848947005866,27.107964367086645,-44.748156184413276,-17.708269805529245,9.660015825443121,119.03323601997474,91.05821852336338,63.875944559616414,1.076828936009142e-09,7.935496530710814e-10,2458167.064247685,2458207.0039004628,7220931.0
20,2458204.9649421,b'g',2.484,6.2,26.338367,5.1529e-06,2.0,722.0,9.0,3.0,1.0,135.588,16.201,0.802989,52.7007,1.015,0.0,0.0,5.904989519548416,0.19822388887405396,ztf_20180327464919_000722_zg_c09_o_q3_scimrefdiffimg.fits,b'ztf_20180327464919_000722_zg_c09_o_q3_diffimgpsf.fits',-21.117515735812823,26.669316348299773,-100.92927611907247,-74.51458250088633,-47.88573177733298,59.15976574226522,32.45020985289075,5.4529009192665665,-6.155963362894404e-10,7.774367800105929e-10,2458167.064247685,2458207.0039004628,7220931.0
21,2458204.9973958,b'g',3.47,6.2,26.330016,7.6453e-06,2.0,722.0,9.0,3.0,1.0,136.107,16.0643,0.805942,52.2741,1.009,0.0,0.0,4.7295981016397475,0.0546189546585083,ztf_20180327497396_000722_zg_c09_o_q3_scimrefdiffimg.fits,b'ztf_20180327497396_000722_zg_c09_o_q3_diffimgpsf.fits',-26.70860417885158,28.94363792306719,-114.06312882233107,-84.8579317274838,-55.68750463875141,61.126719988881135,31.13506910073151,2.199771207382967,-7.845936554192299e-10,8.502501488883793e-10,2458167.064247685,2458207.0039004628,7220931.0
22,2458204.9983218,b'g',3.323,6.2,26.329151,9.3482e-06,1.0,722.0,9.0,3.0,1.0,136.122,16.0604,0.806039,52.2601,1.009,0.0,0.0,4.873413053941727,0.005266308784484863,ztf_20180327498310_000722_zg_c09_o_q3_scimrefdiffimg.fits,b'ztf_20180327498310_000722_zg_c09_o_q3_diffimgpsf.fits',-33.18118054129036,28.74898252300696,-119.31003833032786,-90.38447721304998,-61.799005988664426,53.49686720423993,24.59219586046031,-4.3010409426505065,-9.755093437596118e-10,8.452050414921492e-10,2458167.064247685,2458207.0039004628,7220931.0
23,2458205.0022685,b'g',2.798,6.2,26.325912,6.6219e-06,2.0,722.0,9.0,3.0,1.0,136.187,16.0439,0.806425,52.2042,1.01,0.0,0.0,4.5617320026397685,-0.3702700138092041,ztf_20180327502257_000722_zg_c09_o_q3_scimrefdiffimg.fits,b'ztf_20180327502257_000722_zg_c09_o_q3_diffimgpsf.fits',-9.692910150747554,22.989839872376553,-79.25474681137041,-55.871249681073934,-32.72178832807714,59.61834047673606,36.14674348432615,13.25789141667597,-2.8581787567198814e-10,6.779086045563713e-10,2458167.064247685,2458207.0039004628,7220931.0
