2.7936,0.70753,0.44991
2.7946,0.79571,0.48221
2.7955,0.94146,0.50564
3.8403,1.2035,0.56414
4.7084,1.2036,0.56086
4.7304,1.6812,0.74943
4.7529,1.2645,0.57159
4.756,1.0777,0.53445
4.757,1.2655,0.60675
6.6439,1.6633,0.62011
7.7521,1.5996,0.65899
9.3958,1.0289,0.21597
14.414,1.2807,0.31357
15.652,1.171,0.35276
15.714,1.168,0.26871
15.736,1.1967,0.30126
15.737,1.1019,0.27062
15.738,1.1982,0.35409
16.415,1.0171,0.25824
16.586,1.4767,0.35081
16.691,1.4525,0.30104
16.692,1.3993,0.28644
16.712,1.4519,0.39662
16.718,1.5064,0.41873
17.712,1.5417,0.36778
17.732,1.5507,0.36731
17.733,1.5559,0.43601
17.753,1.7213,0.41741
19.439,1.6267,0.44981
19.655,1.7693,0.50472
19.67,1.7598,0.42625
20.665,1.7257,0.3689
20.677,1.7235,0.48373
20.678,1.7908,0.43631
20.767,1.6634,0.39799
20.801,1.7147,0.35368
21.692,1.9219,0.44427
21.697,1.9253,0.44354
21.698,1.9944,0.52324
21.699,1.8553,0.48675
22.678,2.0576,0.48309
22.679,2.1553,0.43484
22.813,1.9163,0.54018
23.657,2.0408,0.40503
23.658,2.1005,0.49283
25.407,2.2487,0.51931
25.796,2.334,0.45918
27.766,2.8464,0.54039
28.675,2.7613,0.67131
28.712,2.7483,0.6687
28.717,2.9315,0.64737
29.657,3.0826,0.68587
29.659,3.0405,0.6752
30.652,2.8763,0.70101
30.733,2.8505,0.68872
30.734,3.0038,0.55752
30.759,2.8179,0.57121
30.76,2.8226,0.57099
30.761,2.8628,0.69517
30.78,2.8,0.57287
31.372,2.7473,0.66788
31.645,2.9765,0.6115
31.655,3.1518,0.74174
31.657,2.9778,0.733
36.35,2.9168,0.59552
41.478,2.5773,0.38173
44.339,2.6438,0.55516
45.694,2.8412,0.63823
45.695,2.8528,0.63957
45.715,2.871,0.62313
46.715,2.5805,0.61107
46.73,2.8152,0.61605
46.739,2.8195,0.61785
47.713,2.6135,0.60765
48.742,2.6813,0.61728
49.679,2.5416,0.63022
49.698,2.4573,0.51881
49.718,2.5058,0.5244
51.669,2.2377,0.44536
51.713,2.2243,0.43851
52.451,2.227,0.53857
52.613,2.3514,0.52996
52.621,2.5465,0.53255
53.698,2.2478,0.53872
53.717,2.2551,0.5419
55.719,2.224,0.45145
56.72,2.0609,0.52802
58.726,2.1194,0.43127
59.697,2.1101,0.508
61.658,2.1829,0.49064
61.675,2.2087,0.58393
67.396,2.0778,0.46564
68.373,1.61,0.41872
71.428,1.8082,0.37288
74.449,1.1931,0.27123
146.3,NaN,NaN
