2.7936,42.859,0.17494,0.32183
2.7946,42.847,0.22,0.24139
2.7955,42.831,0.26983,0.20783
3.8403,42.719,0.37273,0.17945
4.7084,42.596,0.42509,0.18982
4.7304,42.604,0.21184,0.12488
4.7529,42.594,0.39473,0.1962
4.756,42.486,0.38443,0.19203
4.757,42.595,0.44778,0.19963
6.6439,42.364,0.20045,0.11242
7.7521,42.33,0.26009,0.074665
9.3958,42.268,0.069271,0.047969
14.414,42.348,0.05921,0.03475
15.652,42.449,0.03287,0.02221
15.714,42.446,0.028912,0.035208
15.736,42.451,0.051827,0.027933
15.737,42.428,0.029036,0.029124
15.738,42.452,0.26597,0.14683
16.415,42.343,0.32231,0.2088
16.586,42.432,0.038712,0.039798
16.691,42.438,0.23592,0.18329
16.692,42.425,0.28074,0.11362
16.712,42.438,0.23972,0.16508
16.718,42.45,0.21558,0.18005
17.712,42.47,0.3757,0.11264
17.732,42.475,0.22986,0.11496
17.733,42.478,0.23062,0.17655
17.753,42.504,0.35047,0.15251
19.439,42.536,0.011662,0.013318
19.655,42.528,0.13482,0.11205
19.67,42.523,0.16124,0.10321
20.665,42.527,0.067214,0.083326
20.677,42.526,0.10149,0.056199
20.678,42.538,0.094113,0.069517
20.767,42.536,0.024604,0.018556
20.801,42.542,0.018298,0.028172
21.692,42.535,0.090909,0.10963
21.697,42.536,0.1609,0.065325
21.698,42.545,0.10609,0.075058
21.699,42.526,0.091918,0.066582
22.678,42.549,0.077171,0.065259
22.679,42.566,0.10802,0.081622
22.813,42.597,0.14273,0.080939
23.657,42.565,0.12715,0.080828
23.658,42.567,0.10636,0.069483
25.407,42.555,0.0075675,0.0072925
25.796,42.538,0.016063,0.0093471
27.766,42.493,0.11811,0.046104
28.675,42.467,0.074895,0.039815
28.712,42.463,0.040679,0.028441
28.717,42.489,0.076864,0.039786
29.657,42.472,0.063295,0.049485
29.659,42.46,0.054651,0.049139
30.652,42.443,0.020305,0.015715
30.733,42.435,0.013987,0.014053
30.734,42.45,0.012724,0.015026
30.759,42.425,0.018337,0.020373
30.76,42.426,0.01826,0.0126
30.761,42.439,0.02034,0.01969
30.78,42.419,0.025738,0.022812
31.372,42.403,0.019124,0.013306
31.645,42.41,0.14893,0.05344
31.655,42.428,0.11425,0.058469
31.657,42.411,0.10879,0.053705
36.35,42.295,0.020932,0.025358
41.478,42.285,0.17993,0.090922
44.339,42.14,0.023607,0.029833
45.694,42.131,0.062127,0.045053
45.695,42.134,0.038007,0.028213
45.715,42.14,0.04119,0.04928
46.715,42.083,0.049564,0.028186
46.73,42.123,0.033135,0.030525
46.739,42.124,0.042054,0.041426
47.713,42.095,0.043179,0.023921
48.742,42.117,0.053364,0.058756
49.679,42.106,0.050859,0.041051
49.698,42.077,0.045712,0.033228
49.718,42.094,0.036014,0.051106
51.669,42.064,0.046072,0.043058
51.713,42.059,0.040157,0.039493
52.451,42.06,0.032545,0.023995
52.613,42.073,0.035595,0.038435
52.621,42.108,0.032341,0.048409
53.698,42.068,0.045705,0.050635
53.717,42.071,0.066681,0.051809
55.719,42.059,0.056643,0.042127
56.72,42.026,0.0643,0.05836
58.726,42.017,0.043258,0.062482
59.697,42.013,0.069531,0.066639
61.658,42.009,0.10656,0.063706
61.675,42.019,0.10218,0.061806
67.396,41.966,0.068696,0.065414
68.373,41.969,0.31164,0.08189
71.428,41.977,0.0863,0.05183
74.449,41.904,0.097842,0.11382
146.3,NaN,NaN,NaN
