mjd,Fratio,Fratio_unc,instrument,wave,Fratio0,Fratio0_abs,Fratio0_unc,freq,fnu,fnu_unc,nufnu,nufnu_unc,flambda,flambda_unc,Llambda,Llambda_unc,datetime64,date,Fratio0_max,Fratio0_min
58867.53488430008,2.4704542461867396e-09,6.002966729616353e-10,P48+ZTF,7883.058236798149,1.0054359698291782e-08,56685.04454953247,13916.802029493761,380299686992755.6,2.0582339675935238e-15,5.053190816909185e-16,0.7827457336336746,0.19217268859852302,9.929467855252094e-05,2.4377935926118128e-05,1.1880560457021e+36,2.9168082903298503e+35,2020-01-19T12:50:14.003527164,2020 01 19,1.4280677743500832e-08,5.93967684052391e-09
58872.48420715006,3.1898901623917852e-09,6.537530007186741e-10,P48+ZTF,7883.058236798149,1.2982350569833252e-08,73192.63906319914,15218.770722613996,380299686992755.6,2.6576247243847606e-15,5.525935649381142e-16,1.010693850827733,0.2101511597801758,0.00012821088218146226,2.6658582680410667e-05,1.534037029183964e+36,3.189686575858006e+35,2020-01-24T11:37:15.497765243,2020 01 24,1.8439440243264982e-08,7.66940604166986e-09
58873.47138309991,3.015016607173457e-09,5.789635582781518e-10,P48+ZTF,7883.058236798149,1.2270642741769611e-08,69180.13193687335,13504.406959766635,380299686992755.6,2.5119305906278714e-15,4.903450167091265e-16,0.9552864173633072,0.18647805637293832,0.00012118220983120817,2.365554722182033e-05,1.4499393030952324e+36,2.8303748298464723e+35,2020-01-25T11:18:47.499832213,2020 01 25,1.7428568298646716e-08,7.248960122643571e-09
58876.45200235001,3.0593554505699964e-09,4.729123464782829e-10,P48+ZTF,7883.058236798149,1.2451094851256418e-08,70197.49516757761,11127.134952884719,380299686992755.6,2.548871049534743e-15,4.040262701392441e-16,0.9693348623229593,0.15365106407080506,0.0001229643157776128,1.949130140299627e-05,1.4712621148971538e+36,2.332124823606031e+35,2020-01-28T10:50:53.003040701,2020 01 28,1.7684872877062967e-08,7.355563352257941e-09
58877.43124999991,2.9013227465406704e-09,8.034956329777447e-10,P48+ZTF,7883.058236798149,1.180792663518559e-08,66571.40458848163,18583.763987662882,380299686992755.6,2.417207700607768e-15,6.747764703920393e-16,0.9192633319376128,0.25661728048016896,0.00011661252578935517,3.2553010871120856e-05,1.3952632536632357e+36,3.8949520694389145e+35,2020-01-29T10:20:59.999991953,2020 01 29,1.6771350951829846e-08,6.975607644267305e-09
58878.451221100055,2.9387585423183114e-09,9.167779379063584e-10,P48+ZTF,7883.058236798149,1.1960284428057558e-08,67430.37607304899,21168.301080210007,380299686992755.6,2.448396955212409e-15,7.686210122224254e-16,0.931124595701295,0.29230633036424336,0.0001181171783502501,3.708032106115317e-05,1.413266349072894e+36,4.43664255280068e+35,2020-01-30T10:49:45.503044724,2020 01 30,1.698775185720876e-08,7.065613977932563e-09
58880.39938080008,2.465041794496998e-09,4.929945144311866e-10,P48+ZTF,7883.058236798149,1.0032331872347511e-08,56560.854811702375,11484.649069053854,380299686992755.6,2.0537246382129134e-15,4.170076076973454e-16,0.7810308370816813,0.1585878626808983,9.907713651483965e-05,2.011755563857305e-05,1.185453165700581e+36,2.4070558412164053e+35,2020-02-01T09:35:06.501127034,2020 02 01,1.424939059114706e-08,5.926663762462806e-09
58881.41907410021,2.80166534428048e-09,7.50932749143116e-10,P48+ZTF,7883.058236798149,1.1402336703508882e-08,64284.746458492285,17377.32791340734,380299686992755.6,2.334179143907855e-15,6.309707765358204e-16,0.8876875978131755,0.23995798881814845,0.00011260700747705327,3.0439707739062937e-05,1.3473374200085786e+36,3.64209636769911e+35,2020-02-02T10:03:28.002258092,2020 02 02,1.619527258542053e-08,6.736002816489051e-09
58886.39969910029,3.184018764520773e-09,9.18312480998639e-10,P48+ZTF,7883.058236798149,1.2958454905212843e-08,73057.91871757845,21226.234701289493,380299686992755.6,2.6527330286352733e-15,7.707245820038215e-16,1.008833540465339,0.2931063172936757,0.00012797489377359918,3.7181802859891886e-05,1.5312134392518104e+36,4.448784801134409e+35,2020-02-07T09:35:34.002265334,2020 02 07,1.8405500112202354e-08,7.65528952604939e-09
58892.42897570017,2.0230013727649875e-09,6.641271138644785e-10,P48+ZTF,7883.058236798149,8.233296974964401e-09,46418.15290283282,15325.32694089658,380299686992755.6,1.6854431319018599e-15,5.564626212239549e-16,0.6409734955063671,0.21162256067463836,8.131025754881527e-05,2.6845236241790447e-05,9.72873314730241e+35,3.212019584563178e+35,2020-02-13T10:17:43.500494510,2020 02 13,1.169413711009195e-08,4.8638724723226455e-09
58896.36676505022,1.7937570659819476e-09,5.57625895741989e-10,P48+ZTF,7883.058236798149,7.300308751142826e-09,41158.0984967327,12876.085536896031,380299686992755.6,1.4944505564163644e-15,4.675306658446949e-16,0.5683390788312929,0.1778017658802521,7.209626794056699e-05,2.255492228260762e-05,8.626283729197336e+35,2.6986855860577912e+35,2020-02-17T08:48:08.500338793,2020 02 17,1.036897026081553e-08,4.312703754293186e-09
58904.3679455996,1.5711859756869352e-09,4.940835766435146e-10,P48+ZTF,7883.058236798149,6.394479467430652e-09,36051.16231757258,11407.204368219027,380299686992755.6,1.3090177037510606e-15,4.1419559061003285e-16,0.49781902300450404,0.15751845346277504,6.315049414206821e-05,1.9981896458341286e-05,7.555926203525071e+35,2.390824285650808e+35,2020-02-25T08:49:50.499805659,2020 02 25,9.08237852553899e-09,3.777579352602278e-09
58906.3997743004,1.6770382806156178e-09,5.206131882707707e-10,P48+ZTF,7883.058236798149,6.825281677303188e-09,38479.96367255203,12021.640414315092,380299686992755.6,1.3972074809503643e-15,4.36505763443781e-16,0.5313575676693602,0.16600300520820374,6.74050034527185e-05,2.1058198508962046e-05,8.064976193081196e+35,2.5196033075361755e+35,2020-02-27T09:35:40.499554574,2020 02 27,9.69426707090533e-09,4.032078493831646e-09
